"Data","Targa","Velocita","Limite","Multa"
2027-10-06,"GV193IO",103,70,148
2027-10-07,"KJ908XW",43,70,0
2027-10-08,"OT806ED",130,90,148
2027-10-09,"IO570EZ",112,50,500
2027-10-10,"ZF844VC",117,130,0
2027-10-11,"NE584BX",62,70,0
2027-10-12,"XY930LK",133,110,148
2027-10-13,"SS053IR",67,70,0
2027-10-14,"KG724YW",113,110,36
2027-10-15,"VL544QM",128,90,148
2027-10-16,"AO131SD",76,130,0
2027-10-17,"ID257ML",43,70,0
2027-10-18,"IF503QD",80,50,148
2027-10-19,"WE877FQ",67,110,0
2027-10-20,"XP122FN",144,130,148
2027-10-21,"QI164XS",55,70,0
2027-10-22,"JU749JD",85,70,148
2027-10-23,"HR207HB",90,90,0
2027-10-24,"RD334WK",112,50,500
2027-10-25,"XM116VI",68,90,0
2027-10-26,"FP936KI",46,130,0
2027-10-27,"YM726KH",113,50,500
2027-10-28,"RC268QP",87,110,0
2027-10-29,"GF555FO",57,110,0
2027-10-30,"GQ306KM",44,130,0
2027-10-31,"LV739XF",127,110,148
2027-11-01,"IS112OP",100,50,370
2027-11-02,"PV416ZW",98,90,36
2027-11-03,"CW179OR",48,130,0
2027-11-04,"CF832QD",114,50,500
2027-11-05,"UJ503NO",118,50,500
2027-11-06,"NT793HI",143,50,500
2027-11-07,"BU145HF",69,110,0
2027-11-08,"DH968KZ",133,50,500
2027-11-09,"ZH633QI",114,90,148
2027-11-10,"AC335AD",93,90,36
2027-11-11,"ZJ393LY",47,130,0
2027-11-12,"UR746KA",75,110,0
2027-11-13,"JT332DQ",106,130,0
2027-11-14,"XR595WD",123,110,148
2027-11-15,"UZ312EM",49,50,0
2027-11-16,"FE170CO",62,110,0
2027-11-17,"YY582PR",113,110,36
2027-11-18,"CX538MU",87,130,0
2027-11-19,"LO862RO",111,110,36
2027-11-20,"AO641JC",140,50,500
2027-11-21,"YO585ZW",112,130,0
2027-11-22,"LB274VX",142,130,148
2027-11-23,"ME091JT",82,130,0
2027-11-24,"RQ154ER",79,110,0
2027-11-25,"AV199TY",147,90,370
2027-11-26,"XF161BV",59,50,36
2027-11-27,"IS278CG",130,130,0
2027-11-28,"BE966ZR",117,50,500
2027-11-29,"CD579LH",114,110,36
2027-11-30,"VN022WI",104,110,0
2027-12-01,"AZ162DR",96,50,370
2027-12-02,"WO541FO",123,50,500
2027-12-03,"RL943GF",92,130,0
2027-12-04,"EU111BJ",68,70,0
2027-12-05,"JR189AS",129,50,500
2027-12-06,"KV542VL",50,130,0
2027-12-07,"SF102NY",49,110,0
2027-12-08,"PF513MU",120,110,36
2027-12-09,"OP045JL",90,110,0
2027-12-10,"GY266LT",139,130,36
2027-12-11,"PO788DB",114,110,36
2027-12-12,"RP141QV",91,90,36
2027-12-13,"XB916YY",86,130,0
2027-12-14,"SJ212BH",96,70,148
2027-12-15,"DY698IA",84,130,0
2027-12-16,"SS246RL",56,50,36
2027-12-17,"CV899ZC",48,110,0
2027-12-18,"BH445JV",47,110,0
2027-12-19,"MO758LW",134,130,36
2027-12-20,"DE801FD",139,70,500
2027-12-21,"TC708IO",40,90,0
2027-12-22,"VK235NF",110,90,148
2027-12-23,"FD132DO",91,70,148
2027-12-24,"CG764PO",143,110,148
2027-12-25,"YN916PM",140,70,500
2027-12-26,"UZ014RI",94,110,0
2027-12-27,"UJ898TA",76,70,36
2027-12-28,"HV200NE",105,110,0
2027-12-29,"ET583MS",66,50,148
2027-12-30,"EO136HC",46,50,0
2027-12-31,"SC864YB",92,90,36
2028-01-01,"LO727WN",142,90,370
2028-01-02,"GD599GV",99,110,0
2028-01-03,"NV373PB",58,130,0
2028-01-04,"QB690HU",44,70,0
2028-01-05,"BV500CN",69,90,0
2028-01-06,"QY696HS",91,70,148
2028-01-07,"KU418ZX",43,90,0
2028-01-08,"NN698MW",150,110,148
2028-01-09,"HA777UW",148,50,500
2028-01-10,"AR887VF",127,110,148
2028-01-11,"BE013DA",90,110,0
2028-01-12,"JA803XN",73,130,0
2028-01-13,"BB869OE",112,50,500
2028-01-14,"FX396AU",136,50,500
2028-01-15,"MK832BY",135,70,500
2028-01-16,"LY270SW",117,110,36
2028-01-17,"CD059SY",142,90,370
2028-01-18,"HK992EO",94,110,0
2028-01-19,"AM843KZ",131,90,370
2028-01-20,"NF391RE",63,110,0
2028-01-21,"KE932NQ",89,90,0
2028-01-22,"VP648UO",54,130,0
2028-01-23,"KN414DL",93,90,36
2028-01-24,"HC976CW",119,50,500
2028-01-25,"QS499JF",140,130,36
2028-01-26,"DR254ZQ",117,90,148
2028-01-27,"LN000SA",106,50,370
2028-01-28,"OT985IB",104,50,370
2028-01-29,"XB735ZO",93,50,370
2028-01-30,"NU069PM",75,50,148
2028-01-31,"SI824YY",142,70,500
2028-02-01,"KY593ED",78,130,0
2028-02-02,"QQ893CM",127,70,370
2028-02-03,"FN199XZ",75,70,36
2028-02-04,"LT737YC",86,90,0
2028-02-05,"SE739BX",138,70,500
2028-02-06,"UC442WN",114,90,148
2028-02-07,"QD542PM",92,130,0
2028-02-08,"FR990EN",91,70,148
2028-02-09,"EF521TR",107,130,0
2028-02-10,"QA033XB",128,90,148
2028-02-11,"XT429GU",128,110,148
2028-02-12,"PR604RZ",40,110,0
2028-02-13,"IE641DD",58,90,0
2028-02-14,"KO026LD",114,70,370
2028-02-15,"EI452YL",144,70,500
2028-02-16,"ND864LJ",64,50,148
2028-02-17,"ET846XF",78,130,0
2028-02-18,"KY475VG",78,70,36
2028-02-19,"XY416JP",115,90,148
2028-02-20,"MH768KM",126,70,370
2028-02-21,"TN739XM",75,90,0
2028-02-22,"DI042TW",81,90,0
2028-02-23,"DI464IB",141,50,500
2028-02-24,"KO512KB",61,70,0
2028-02-25,"UY955SG",59,90,0
2028-02-26,"TO239AI",141,50,500
2028-02-27,"FU796VK",123,130,0
2028-02-28,"JC906TI",46,70,0
2028-02-29,"TN402NP",64,90,0
2028-03-01,"QC087XF",88,50,148
2028-03-02,"KC502HL",121,50,500
2028-03-03,"HZ898JM",140,50,500
2028-03-04,"UF961RN",103,130,0
2028-03-05,"EE002QT",112,110,36
2028-03-06,"ZN776OX",80,70,36
2028-03-07,"SP833VZ",94,90,36
2028-03-08,"KY823HJ",118,110,36
2028-03-09,"AC562UL",48,90,0
2028-03-10,"BS196MV",146,110,148
2028-03-11,"LJ795EL",99,70,148
2028-03-12,"NS477VH",82,90,0
2028-03-13,"CY883XG",87,70,148
2028-03-14,"PM643MS",64,110,0
2028-03-15,"TW327PD",105,110,0
2028-03-16,"ZY603HW",58,50,36
2028-03-17,"DF439SK",143,110,148
2028-03-18,"DP516DT",56,90,0
2028-03-19,"ZY586WJ",66,110,0
2028-03-20,"AW497TH",105,90,148
2028-03-21,"YG735JZ",59,50,36
2028-03-22,"QI808ML",65,70,0
2028-03-23,"UN346NB",65,130,0
2028-03-24,"DA478CN",47,130,0
2028-03-25,"QT475UK",50,90,0
2028-03-26,"GT118QD",129,130,0
2028-03-27,"YC301WA",53,50,36
2028-03-28,"EH151AD",87,110,0
2028-03-29,"IS267OR",72,110,0
2028-03-30,"FR842JL",87,90,0
2028-03-31,"IB218NR",102,90,148
2028-04-01,"CD661WN",110,130,0
2028-04-02,"IU225EE",70,130,0
2028-04-03,"QV423QH",114,130,0
2028-04-04,"CV866GM",40,110,0
2028-04-05,"FL482HD",96,130,0
2028-04-06,"RQ224OF",119,130,0
2028-04-07,"QQ919SR",124,90,148
2028-04-08,"MX553OH",81,130,0
2028-04-09,"LO854WV",145,90,370
2028-04-10,"OS867MU",90,110,0
2028-04-11,"JW747JA",128,110,148
2028-04-12,"UM208CH",71,70,36
2028-04-13,"PY265HG",95,50,370
2028-04-14,"AB551PV",112,70,370
2028-04-15,"FA794DO",53,130,0
2028-04-16,"OE569TY",105,50,370
2028-04-17,"VQ639QG",80,70,36
2028-04-18,"HZ727GI",61,50,148
2028-04-19,"AF368JN",93,130,0
2028-04-20,"FJ382FY",56,110,0
2028-04-21,"QW080PT",88,110,0
2028-04-22,"VO131PY",83,70,148
2028-04-23,"FN512HR",74,130,0
2028-04-24,"EF508NF",88,110,0
2028-04-25,"ZJ176NG",114,50,500
2028-04-26,"IU180UU",147,90,370
2028-04-27,"JG467AU",140,70,500
2028-04-28,"CK994EF",72,110,0
2028-04-29,"IJ799HA",46,110,0
2028-04-30,"UL727JN",140,110,148
2028-05-01,"WN335RA",136,110,148
2028-05-02,"RG923KX",44,90,0
2028-05-03,"VC941EN",75,90,0
2028-05-04,"ZO630EP",71,110,0
2028-05-05,"WK853BV",124,50,500
2028-05-06,"YS628BZ",125,110,148
2028-05-07,"SV165DQ",58,50,36
2028-05-08,"YY313DT",125,90,148
2028-05-09,"FB841UT",90,110,0
2028-05-10,"FK183YB",123,70,370
2028-05-11,"HK698AO",135,130,36
2028-05-12,"DK073BH",135,70,500
2028-05-13,"VD362CG",41,70,0
2028-05-14,"QC126ZM",100,110,0
2028-05-15,"TJ725GV",88,50,148
2028-05-16,"FN364YU",109,130,0
2028-05-17,"ZR339BX",115,110,36
2028-05-18,"GQ815RL",79,110,0
2028-05-19,"GB379II",49,130,0
2028-05-20,"KM000JK",65,110,0
2028-05-21,"UO201RJ",87,70,148
2028-05-22,"AC813WV",81,50,148
2028-05-23,"SS619PE",98,50,370
2028-05-24,"HK610ZY",150,50,500
2028-05-25,"QG829XO",66,110,0
2028-05-26,"NB928YS",118,90,148
2028-05-27,"XP475FW",68,70,0
2028-05-28,"GD158RC",66,50,148
2028-05-29,"CA345LZ",79,50,148
2028-05-30,"AL044PS",146,50,500
2028-05-31,"XR415NC",97,110,0
2028-06-01,"OG087UN",58,130,0
2028-06-02,"XX947KJ",111,130,0
2028-06-03,"WA577TU",78,90,0
2028-06-04,"YV221UC",93,70,148
2028-06-05,"NF055LE",125,70,370
2028-06-06,"LM779KR",129,130,0
2028-06-07,"QY360XT",61,110,0
2028-06-08,"HS274MS",90,130,0
2028-06-09,"AM079XI",146,90,370
2028-06-10,"VF065PJ",130,70,370
2028-06-11,"BL492PZ",44,50,0
2028-06-12,"EL750DF",137,50,500
2028-06-13,"ZB082QY",91,130,0
2028-06-14,"ME994IO",141,90,370
2028-06-15,"SL029FZ",122,70,370
2028-06-16,"ZP678QX",98,90,36
2028-06-17,"TS311HE",63,90,0
2028-06-18,"XL603YI",98,50,370
2028-06-19,"VG069CF",49,70,0
2028-06-20,"IW934UF",106,130,0
2028-06-21,"PG177YS",45,130,0
2028-06-22,"UV296NZ",127,110,148
2028-06-23,"AI006EL",81,50,148
2028-06-24,"QJ221FS",146,70,500
2028-06-25,"RK923QB",130,130,0
2028-06-26,"JU958GO",83,90,0
2028-06-27,"IJ295YE",80,130,0
2028-06-28,"KG592WN",145,90,370
2028-06-29,"AR115HJ",132,90,370
2028-06-30,"BN441UN",105,70,148
2028-07-01,"KE848LF",74,50,148
2028-07-02,"YI102YQ",60,90,0
2028-07-03,"QT992AA",96,130,0
2028-07-04,"NY279YE",50,70,0
2028-07-05,"RK751XD",58,70,0
2028-07-06,"NC759WZ",134,110,148
2028-07-07,"TQ719VA",143,70,500
2028-07-08,"HI390YW",140,130,36
2028-07-09,"XM901PY",126,110,148
2028-07-10,"EI317JR",132,70,500
2028-07-11,"IZ916EC",145,110,148
2028-07-12,"JI987LG",143,70,500
2028-07-13,"QP483KQ",101,50,370
2028-07-14,"TL055PE",108,110,0
2028-07-15,"GZ615BZ",106,130,0
2028-07-16,"VA043XD",122,110,148
2028-07-17,"LE892RW",102,130,0
2028-07-18,"KR937SZ",102,110,0
2028-07-19,"RK357JF",144,50,500
2028-07-20,"LT679HC",150,70,500
2028-07-21,"GC351GO",134,130,36
2028-07-22,"CF537WG",56,70,0
2028-07-23,"NK758EJ",108,130,0
2028-07-24,"RO950XM",55,90,0
2028-07-25,"PR051LW",149,130,148
2028-07-26,"QR863DX",52,70,0
2028-07-27,"FH959SG",145,130,148
2028-07-28,"FB233VE",111,110,36
2028-07-29,"DD622WA",148,70,500
2028-07-30,"UK480YK",42,50,0
2028-07-31,"EG972LK",71,70,36
2028-08-01,"NR246DN",113,90,148
2028-08-02,"JC810SP",124,90,148
2028-08-03,"HZ006ZG",135,130,36
2028-08-04,"VT948FE",127,70,370
2028-08-05,"JX042HH",142,110,148
2028-08-06,"WR477HP",52,70,0
2028-08-07,"NS274EN",101,50,370
2028-08-08,"OL428GO",120,70,370
2028-08-09,"SU667LG",85,110,0
2028-08-10,"AS744SM",57,50,36
2028-08-11,"BK600BC",119,70,370
2028-08-12,"OY713KN",114,110,36
2028-08-13,"JK365OI",83,130,0
2028-08-14,"EG562PG",147,50,500
2028-08-15,"EJ286MT",110,90,148
2028-08-16,"WJ374QO",86,110,0
2028-08-17,"QO864MJ",113,70,370
2028-08-18,"QT896QW",107,90,148
2028-08-19,"ZB342CW",67,70,0
2028-08-20,"RB557IG",71,50,148
2028-08-21,"BR917ZM",109,90,148
2028-08-22,"KF133WU",71,50,148
2028-08-23,"EJ518GG",107,70,148
2028-08-24,"QF894XI",54,70,0
2028-08-25,"NI484PE",148,130,148
2028-08-26,"CS519HZ",102,90,148
2028-08-27,"JE807XT",122,110,148
2028-08-28,"MY531JW",140,50,500
2028-08-29,"YH602TL",131,110,148
2028-08-30,"SN338HQ",56,110,0
2028-08-31,"BJ471HG",105,70,148
2028-09-01,"QC332BM",64,50,148
2028-09-02,"IX068QF",127,70,370
2028-09-03,"SE745WB",79,70,36
2028-09-04,"RR423AZ",45,50,0
2028-09-05,"IL875RD",44,90,0
2028-09-06,"ZA565RP",63,130,0
2028-09-07,"ZQ818SR",143,130,148
2028-09-08,"VO815JQ",115,110,36
2028-09-09,"NS929TI",84,130,0
2028-09-10,"OL399BY",129,70,370
2028-09-11,"FC528PV",53,90,0
2028-09-12,"HG462GT",117,50,500
2028-09-13,"TO462OC",97,130,0
2028-09-14,"BZ361XW",127,130,0
2028-09-15,"AO486RC",106,70,148
2028-09-16,"RH379WA",119,130,0
2028-09-17,"GD980ZD",132,90,370
2028-09-18,"GA345TJ",146,90,370
2028-09-19,"DQ281NA",119,130,0
2028-09-20,"EH029FG",42,70,0
2028-09-21,"KT637TX",125,130,0
2028-09-22,"JI713MP",90,110,0
2028-09-23,"KO383SF",94,110,0
2028-09-24,"AS068HH",135,110,148
2028-09-25,"JJ860MB",58,70,0
2028-09-26,"YR945HJ",86,90,0
2028-09-27,"WZ779DI",51,130,0
2028-09-28,"UI326FK",49,50,0
2028-09-29,"LE930EY",96,90,36
2028-09-30,"GX431TC",133,70,500
2028-10-01,"EE698WS",127,50,500
2028-10-02,"RJ769OF",57,50,36
2028-10-03,"HK671UH",109,110,0
2028-10-04,"OR434EJ",145,50,500
2028-10-05,"GS183YB",98,70,148
2028-10-06,"NS856DY",114,110,36
2028-10-07,"JH373QC",130,70,370
2028-10-08,"XW685RQ",60,130,0
2028-10-09,"PX445MS",112,130,0
2028-10-10,"YK277TD",81,90,0
2028-10-11,"CK651KU",108,50,370
2028-10-12,"VT194ND",126,110,148
2028-10-13,"WU988KD",150,110,148
2028-10-14,"KA815JD",123,110,148
2028-10-15,"CN317LK",150,130,148
2028-10-16,"HU523AL",68,50,148
2028-10-17,"QI188XF",64,110,0
2028-10-18,"YW861UF",140,110,148
2028-10-19,"VF751IK",111,130,0
2028-10-20,"MQ292VG",62,130,0
2028-10-21,"OJ222TO",50,110,0
2028-10-22,"LO336QD",89,110,0
2028-10-23,"IQ969MN",105,90,148
2028-10-24,"SH891LB",111,70,370
2028-10-25,"SM275RE",79,50,148
2028-10-26,"FZ557UM",57,90,0
2028-10-27,"MN249TI",149,70,500
2028-10-28,"IU160HJ",115,50,500
2028-10-29,"KH751EW",57,50,36
2028-10-30,"YB141KR",41,50,0
2028-10-31,"NK064NE",140,70,500
2028-11-01,"SF784VD",94,70,148
2028-11-02,"UM102LF",76,50,148
2028-11-03,"WN303WT",91,130,0
2028-11-04,"RG504JP",53,130,0
2028-11-05,"VK402TK",118,90,148
2028-11-06,"XK722DQ",78,90,0
2028-11-07,"UW801RI",127,50,500
2028-11-08,"MQ302QF",115,130,0
2028-11-09,"LX611NI",109,90,148
2028-11-10,"SI789KW",116,110,36
2028-11-11,"LU568MT",75,110,0
2028-11-12,"ZA940BX",71,110,0
2028-11-13,"UU162DT",60,130,0
2028-11-14,"TU737FF",54,130,0
2028-11-15,"DU437XP",94,90,36
2028-11-16,"WS985VE",113,90,148
2028-11-17,"PW209PN",80,130,0
2028-11-18,"QF157PA",85,90,0
2028-11-19,"LF280UI",148,90,370
2028-11-20,"BR898EA",128,50,500
2028-11-21,"ED006GZ",125,90,148
2028-11-22,"SV021EK",86,90,0
2028-11-23,"ME840KB",91,70,148
2028-11-24,"GA978CY",64,50,148
2028-11-25,"XV278QC",104,70,148
2028-11-26,"ET393GK",130,50,500
2028-11-27,"GI872WE",78,50,148
2028-11-28,"PH580IM",129,70,370
2028-11-29,"LB435GT",136,110,148
2028-11-30,"KS638WJ",43,130,0
2028-12-01,"SW829TS",84,110,0
2028-12-02,"FG313TZ",66,130,0
2028-12-03,"XG126PO",81,110,0
2028-12-04,"ZI101LK",144,90,370
2028-12-05,"LX467JQ",125,110,148
2028-12-06,"MS440FR",133,70,500
2028-12-07,"FN645TT",107,110,0
2028-12-08,"JV499BD",145,70,500
2028-12-09,"HS978OW",87,50,148
2028-12-10,"JM424LV",118,90,148
2028-12-11,"FT388II",121,90,148
2028-12-12,"SI586OS",144,130,148
2028-12-13,"WJ693VO",106,50,370
2028-12-14,"QJ052DL",103,50,370
2028-12-15,"VD714HE",75,130,0
2028-12-16,"UK365AJ",43,90,0
2028-12-17,"BL760ME",122,70,370
2028-12-18,"WX456FN",121,130,0
2028-12-19,"SD331KS",47,110,0
2028-12-20,"SX141XF",63,70,0
2028-12-21,"TS841WN",107,70,148
2028-12-22,"MV479MQ",71,50,148
2028-12-23,"AK529TK",141,50,500
2028-12-24,"FQ200BQ",112,70,370
2028-12-25,"EF730DY",95,50,370
2028-12-26,"RN176LO",57,70,0
2028-12-27,"GM433EN",83,70,148
2028-12-28,"ZM353BZ",102,130,0
2028-12-29,"QA847AX",122,90,148
2028-12-30,"OI418KY",100,130,0
2028-12-31,"EK100AO",125,130,0
2029-01-01,"EO127RT",85,70,148
2029-01-02,"MS147IA",64,110,0
2029-01-03,"HV216XJ",134,70,500
2029-01-04,"SI589OI",123,110,148
2029-01-05,"AY589UU",51,90,0
2029-01-06,"DT221ZP",58,90,0
2029-01-07,"XA412DH",132,130,36
2029-01-08,"RI449PG",54,90,0
2029-01-09,"DN721FO",51,50,36
2029-01-10,"HE072HE",70,110,0
2029-01-11,"XX244HW",85,90,0
2029-01-12,"UI255OS",134,90,370
2029-01-13,"VH815XL",54,90,0
2029-01-14,"WE809LX",62,130,0
2029-01-15,"YW640KS",140,90,370
2029-01-16,"WB539TS",53,90,0
2029-01-17,"DQ511NC",73,130,0
2029-01-18,"RL070EG",142,50,500
2029-01-19,"NH926ME",42,70,0
2029-01-20,"LQ268HQ",112,130,0
2029-01-21,"KI066YP",52,70,0
2029-01-22,"XO499NX",89,70,148
2029-01-23,"KU427KX",92,130,0
2029-01-24,"XU575GF",92,90,36
2029-01-25,"QX690PF",126,90,148
2029-01-26,"WF697SK",142,110,148
2029-01-27,"BE485IH",102,50,370
2029-01-28,"JZ868WA",73,90,0
2029-01-29,"VA957UM",129,90,148
2029-01-30,"DO112WW",103,70,148
2029-01-31,"FV441RG",122,50,500
2029-02-01,"JS702FX",58,90,0
2029-02-02,"SY232RP",145,130,148
2029-02-03,"FB949JW",83,130,0
2029-02-04,"IW396UD",90,130,0
2029-02-05,"XS544GQ",146,110,148
2029-02-06,"PE766XS",126,130,0
2029-02-07,"MQ460PD",143,130,148
2029-02-08,"IT199HK",141,50,500
2029-02-09,"GZ391OT",67,110,0
2029-02-10,"SJ566KW",133,110,148
2029-02-11,"XI128GH",142,70,500
2029-02-12,"JR373QT",116,130,0
2029-02-13,"RA577IQ",105,130,0
2029-02-14,"XC288ZK",104,110,0
2029-02-15,"XK661HE",70,130,0
2029-02-16,"HK510TS",143,50,500
2029-02-17,"PQ819AL",75,110,0
2029-02-18,"OE078PU",103,70,148
2029-02-19,"RH383HQ",51,70,0
2029-02-20,"QO361GL",143,130,148
2029-02-21,"YU368MA",84,90,0
2029-02-22,"PO173GT",109,50,370
2029-02-23,"ER289UR",58,90,0
2029-02-24,"WR245LG",120,110,36
2029-02-25,"CV052PM",79,130,0
2029-02-26,"FB850JO",44,130,0
2029-02-27,"XG909QD",77,130,0
2029-02-28,"YG493FL",105,110,0
2029-03-01,"SW091PB",145,110,148
2029-03-02,"KU816EH",93,130,0
2029-03-03,"KI720XP",81,50,148
2029-03-04,"LP896VU",123,50,500
2029-03-05,"AV479US",60,110,0
2029-03-06,"HC909WQ",123,130,0
2029-03-07,"GL300EV",68,110,0
2029-03-08,"OS569FP",42,90,0
2029-03-09,"ES680LB",117,110,36
2029-03-10,"CE821EL",41,130,0
2029-03-11,"GX102NF",90,110,0
2029-03-12,"MW272HK",56,50,36
2029-03-13,"TD116AI",80,70,36
2029-03-14,"II513ZY",69,110,0
2029-03-15,"UU467QO",51,50,36
2029-03-16,"LY297OU",140,130,36
2029-03-17,"NE189RW",104,50,370
2029-03-18,"YD898OL",59,70,0
2029-03-19,"GQ089MM",90,130,0
2029-03-20,"IF051GL",144,110,148
2029-03-21,"YY650QP",102,90,148
2029-03-22,"WG880HO",60,110,0
2029-03-23,"DS018LO",94,50,370
2029-03-24,"SD818LB",44,50,0
2029-03-25,"IQ179CE",89,50,148
2029-03-26,"BA710LE",118,50,500
2029-03-27,"XV775KW",135,90,370
2029-03-28,"QQ289NL",67,50,148
2029-03-29,"LW079NJ",111,70,370
2029-03-30,"NF934WI",60,90,0
2029-03-31,"JB158GW",108,110,0
2029-04-01,"GH831QO",126,90,148
2029-04-02,"PA884OA",131,50,500
2029-04-03,"BJ843WW",103,90,148
2029-04-04,"JD960WL",129,130,0
2029-04-05,"SG951VN",96,70,148
2029-04-06,"BX157AR",90,70,148
2029-04-07,"UA233BE",145,130,148
2029-04-08,"HX746TM",55,70,0
2029-04-09,"AV685XS",141,130,148
2029-04-10,"AK950GR",69,90,0
2029-04-11,"OM011VP",49,90,0
2029-04-12,"XI855RW",57,70,0
2029-04-13,"RX456SK",59,130,0
2029-04-14,"XE456NU",43,90,0
2029-04-15,"CY410SZ",94,50,370
2029-04-16,"PF864UL",55,110,0
2029-04-17,"DG279NT",93,70,148
2029-04-18,"GX523NI",148,130,148
2029-04-19,"BM938KF",101,110,0
2029-04-20,"NC401ST",87,70,148
2029-04-21,"DM581ZE",145,50,500
2029-04-22,"QI201LU",95,50,370
2029-04-23,"SS650RL",99,70,148
2029-04-24,"WC245AB",66,90,0
2029-04-25,"HM398MM",97,70,148
2029-04-26,"SV877GI",49,110,0
2029-04-27,"GK592NS",66,50,148
2029-04-28,"LY904XF",88,50,148
2029-04-29,"BT565GJ",42,130,0
2029-04-30,"RA117XX",105,50,370
2029-05-01,"YU044BU",146,130,148
2029-05-02,"PO647HX",104,130,0
2029-05-03,"ZH849HV",111,130,0
2029-05-04,"WX646XJ",123,90,148
2029-05-05,"QG962IA",122,90,148
2029-05-06,"KQ730LV",91,130,0
2029-05-07,"BK233RR",128,90,148
2029-05-08,"NU682QY",74,50,148
2029-05-09,"YO766IJ",125,70,370
2029-05-10,"YP611TT",123,90,148
2029-05-11,"QB829KI",71,110,0
2029-05-12,"VR019RB",107,50,370
2029-05-13,"MG034ZY",135,70,500
2029-05-14,"VD814VP",60,50,36
2029-05-15,"YN109QX",84,110,0
2029-05-16,"WN334AM",80,50,148
2029-05-17,"IK302IZ",90,130,0
2029-05-18,"OT254IA",66,130,0
2029-05-19,"CZ821FF",132,90,370
2029-05-20,"XL103PW",96,90,36
2029-05-21,"ZP224AV",46,50,0
2029-05-22,"FP309GI",58,50,36
2029-05-23,"JR166RA",108,50,370
2029-05-24,"LB479FK",104,50,370
2029-05-25,"OD295NY",119,110,36
2029-05-26,"IT654DZ",82,70,148
2029-05-27,"YY883BJ",70,50,148
2029-05-28,"OO417SS",129,110,148
2029-05-29,"DV850FB",122,110,148
2029-05-30,"YI789GS",64,70,0
2029-05-31,"IA316JS",48,50,0
2029-06-01,"EQ651VO",49,130,0
2029-06-02,"NH791PV",105,50,370
2029-06-03,"QK447VD",51,50,36
2029-06-04,"BX144SV",93,110,0
2029-06-05,"SJ393QM",117,50,500
2029-06-06,"EV038MM",61,50,148
2029-06-07,"XR129TH",63,50,148
2029-06-08,"KE395OI",58,90,0
2029-06-09,"AQ344PU",76,130,0
2029-06-10,"GC222ZP",140,110,148
2029-06-11,"OX025ZG",121,70,370
2029-06-12,"ZA662HN",78,70,36
2029-06-13,"EL964JU",76,130,0
2029-06-14,"WP052NY",79,90,0
2029-06-15,"KY011FE",78,50,148
2029-06-16,"PX548GN",46,130,0
2029-06-17,"YT820XL",118,50,500
2029-06-18,"JD705WP",121,130,0
2029-06-19,"BU721RU",99,50,370
2029-06-20,"FB217BM",74,130,0
2029-06-21,"LR022BJ",84,110,0
2029-06-22,"SP148HB",90,90,0
2029-06-23,"LL551JE",138,50,500
2029-06-24,"CG196RL",100,50,370
2029-06-25,"HO694HC",126,70,370
2029-06-26,"WQ422HE",72,130,0
2029-06-27,"MK889FN",112,50,500
2029-06-28,"PC340OA",120,110,36
2029-06-29,"BX802TM",79,90,0
2029-06-30,"MR131FZ",85,50,148
2029-07-01,"MK732BC",76,70,36
2029-07-02,"US180MR",100,50,370
2029-07-03,"FE478FO",112,70,370
2029-07-04,"SQ683SD",81,90,0
2029-07-05,"KD160ES",65,130,0
2029-07-06,"LJ131UT",70,90,0
2029-07-07,"KV215RP",93,130,0
2029-07-08,"AN709ST",72,110,0
2029-07-09,"YD709SB",98,130,0
2029-07-10,"HU470PE",138,90,370
2029-07-11,"YL360GC",78,110,0
2029-07-12,"AO433IJ",148,70,500
2029-07-13,"XR862XC",131,90,370
2029-07-14,"HE537TS",63,110,0
2029-07-15,"LU607JK",49,70,0
2029-07-16,"HA834DI",119,130,0
2029-07-17,"PK445QA",41,110,0
2029-07-18,"JW556IN",117,130,0
2029-07-19,"OP553FZ",79,90,0
2029-07-20,"JY603RV",55,50,36
2029-07-21,"XV931HD",144,90,370
2029-07-22,"HG703SI",75,50,148
2029-07-23,"HY201FQ",69,90,0
2029-07-24,"BT998RO",67,110,0
2029-07-25,"ND456IZ",124,90,148
2029-07-26,"RW820OB",127,130,0
2029-07-27,"KU819MI",145,90,370
2029-07-28,"BP854ZO",103,90,148
2029-07-29,"SJ296NO",81,130,0
2029-07-30,"PF566ZE",146,70,500
2029-07-31,"BW582PE",126,110,148
2029-08-01,"YB854HT",147,50,500
2029-08-02,"IR827AN",125,130,0
2029-08-03,"WI018BH",75,90,0
2029-08-04,"EO648GB",134,90,370
2029-08-05,"ZM285WZ",102,50,370
2029-08-06,"FD220IJ",140,50,500
2029-08-07,"RJ966DY",82,50,148
2029-08-08,"QQ576MS",142,70,500
2029-08-09,"LB704EW",144,70,500
2029-08-10,"ON416OD",140,90,370
2029-08-11,"BI355GA",133,70,500
2029-08-12,"NK845VJ",61,70,0
2029-08-13,"BS430VT",143,70,500
2029-08-14,"PK844RQ",73,110,0
2029-08-15,"OO939PZ",62,90,0
2029-08-16,"JN361KN",88,90,0
2029-08-17,"UA011VY",59,70,0
2029-08-18,"XV269IH",136,110,148
2029-08-19,"CY168FQ",97,50,370
2029-08-20,"BB828PW",132,50,500
2029-08-21,"KG482JK",150,50,500
2029-08-22,"HK067RS",68,70,0
2029-08-23,"PA727RS",134,70,500
2029-08-24,"II648HY",97,110,0
