"","CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Credit_Limit","Contacts_Count_12_mon","Total_Trans_Amt","Total_Trans_Ct"
"6032",806989008,"Existing Customer",30,"F","High School","Single","Unknown","Blue",25,12917,2,4108,82
"6033",713158083,"Attrited Customer",56,"M","High School","Single","$120K +","Blue",46,7327,4,2185,41
"6034",771037008,"Existing Customer",46,"M","Uneducated","Married","$80K - $120K","Blue",33,13324,2,4245,76
"6035",710587458,"Existing Customer",34,"M","High School","Unknown","$80K - $120K","Blue",22,11154,2,4339,77
"6036",710563458,"Existing Customer",43,"F","Graduate","Divorced","Unknown","Blue",30,9535,3,4210,81
"6037",720010608,"Attrited Customer",37,"M","Unknown","Single","$40K - $60K","Blue",24,10226,4,2243,44
"6038",710343783,"Existing Customer",37,"F","Unknown","Married","Less than $40K","Blue",29,2140,2,4610,65
"6039",772578858,"Existing Customer",49,"F","Unknown","Married","Less than $40K","Blue",39,2904,2,3848,66
"6040",708559533,"Existing Customer",40,"M","Uneducated","Married","$80K - $120K","Blue",36,1770,2,4442,83
"6041",711939558,"Attrited Customer",37,"F","Unknown","Single","Less than $40K","Blue",36,1534,3,2596,39
"6042",772143333,"Existing Customer",46,"F","High School","Single","Less than $40K","Blue",35,2170,3,4569,79
"6043",711067383,"Existing Customer",53,"M","Unknown","Single","$120K +","Blue",45,10001,3,4167,74
"6044",817041408,"Existing Customer",56,"F","High School","Married","Unknown","Blue",41,4169,3,4519,82
"6045",771942333,"Existing Customer",65,"M","College","Single","Less than $40K","Blue",54,5363,2,3855,63
"6046",755247108,"Existing Customer",50,"F","Doctorate","Single","Less than $40K","Blue",43,3206,0,4731,82
"6047",715710708,"Existing Customer",50,"M","Unknown","Married","$60K - $80K","Blue",37,18085,2,4583,76
"6048",713858733,"Existing Customer",61,"F","Post-Graduate","Married","$40K - $60K","Blue",53,2566,2,4344,73
"6049",717129333,"Existing Customer",35,"F","Graduate","Married","$40K - $60K","Blue",25,1438.3,2,4434,73
"6050",716924958,"Attrited Customer",65,"F","Graduate","Single","Less than $40K","Blue",56,6812,3,2288,48
"6051",719614758,"Existing Customer",45,"F","Graduate","Single","$40K - $60K","Blue",34,2700,2,4984,75
"6052",721537683,"Existing Customer",50,"F","Post-Graduate","Married","Unknown","Blue",41,5471,3,4002,67
"6053",771500358,"Existing Customer",43,"F","Uneducated","Divorced","Less than $40K","Blue",31,4332,1,4093,84
"6054",711531858,"Attrited Customer",48,"F","Unknown","Married","Less than $40K","Blue",41,2447,3,2132,37
"6055",715060158,"Existing Customer",41,"F","Graduate","Single","Less than $40K","Blue",26,1783,2,3853,76
"6056",779725833,"Existing Customer",42,"M","Graduate","Single","$60K - $80K","Blue",26,11761,2,4946,73
"6057",716592558,"Existing Customer",52,"F","High School","Single","Less than $40K","Blue",36,2340,3,4501,68
"6058",771020133,"Existing Customer",45,"F","Uneducated","Single","Less than $40K","Blue",32,2859,0,4440,79
"6059",709153008,"Existing Customer",37,"M","High School","Married","$40K - $60K","Blue",36,2523,3,4683,76
"6060",713394858,"Existing Customer",48,"M","Post-Graduate","Married","$40K - $60K","Blue",34,4776,2,4581,60
"6061",721175283,"Existing Customer",59,"F","Graduate","Married","Less than $40K","Blue",36,2697,1,4489,58
"6062",715503558,"Existing Customer",57,"F","High School","Married","Less than $40K","Blue",36,3542,3,4127,71
"6063",819943458,"Attrited Customer",57,"M","Graduate","Single","$120K +","Blue",52,34516,3,1777,37
"6064",717094758,"Existing Customer",40,"F","Post-Graduate","Married","Unknown","Blue",29,8823,1,4453,84
"6065",772073508,"Attrited Customer",52,"F","College","Single","Less than $40K","Blue",41,1764,6,2740,47
"6066",721351983,"Attrited Customer",43,"F","Uneducated","Married","Less than $40K","Blue",36,3492,3,2510,47
"6067",714477408,"Attrited Customer",36,"F","High School","Married","Less than $40K","Blue",36,2977,3,2201,39
"6068",718471758,"Existing Customer",49,"M","Doctorate","Single","$60K - $80K","Silver",37,30976,2,3193,69
"6069",711607833,"Existing Customer",43,"M","High School","Married","$60K - $80K","Blue",36,2810,1,4875,97
"6070",708621408,"Existing Customer",39,"F","Unknown","Single","Less than $40K","Blue",28,1438.3,1,4173,82
"6071",719277033,"Existing Customer",44,"M","High School","Single","$40K - $60K","Blue",34,8997,1,4558,62
"6072",813905508,"Existing Customer",57,"F","Uneducated","Single","Less than $40K","Blue",52,2002,3,3735,73
"6073",719761458,"Existing Customer",55,"M","Post-Graduate","Single","$60K - $80K","Blue",36,4998,1,4329,61
"6074",708222558,"Existing Customer",37,"F","Post-Graduate","Married","Less than $40K","Blue",36,2310,3,4191,77
"6075",713937558,"Existing Customer",54,"F","High School","Married","$40K - $60K","Blue",36,3892,3,4318,74
"6076",709603608,"Existing Customer",34,"M","Uneducated","Married","$60K - $80K","Blue",25,2345,1,4634,69
"6077",804661083,"Existing Customer",50,"M","Graduate","Single","$80K - $120K","Blue",45,2135,2,4821,77
"6078",720977358,"Existing Customer",50,"F","Unknown","Single","Less than $40K","Blue",36,2528,2,4269,78
"6079",718420308,"Existing Customer",50,"F","High School","Married","Less than $40K","Blue",36,3397,3,4208,75
"6080",714046608,"Existing Customer",49,"M","Doctorate","Married","$60K - $80K","Blue",39,19719,3,3572,73
"6081",718048608,"Existing Customer",41,"F","Graduate","Married","Unknown","Blue",33,15292,0,5120,74
"6082",718497033,"Existing Customer",52,"M","High School","Married","$120K +","Blue",36,31733,3,3723,53
"6083",711801933,"Attrited Customer",54,"F","High School","Single","$40K - $60K","Blue",36,1438.3,4,2092,42
"6084",716282208,"Attrited Customer",54,"F","Post-Graduate","Married","Less than $40K","Blue",48,1638,3,1702,36
"6085",789076083,"Existing Customer",50,"F","High School","Single","Less than $40K","Blue",38,2775,2,4608,84
"6086",714045783,"Attrited Customer",37,"F","Graduate","Married","$40K - $60K","Blue",29,2547,6,2160,46
"6087",769720683,"Existing Customer",50,"F","Graduate","Married","Unknown","Blue",44,5708,2,4914,60
"6088",721092783,"Existing Customer",46,"M","Graduate","Married","$80K - $120K","Blue",36,19838,1,3982,68
"6089",720243933,"Attrited Customer",47,"M","Uneducated","Married","$60K - $80K","Blue",32,1789,6,2784,49
"6090",818502708,"Existing Customer",51,"F","Uneducated","Single","$40K - $60K","Blue",46,2284,2,4885,86
"6091",712942308,"Existing Customer",42,"M","Doctorate","Single","$60K - $80K","Blue",36,11535,3,3730,67
"6092",714262533,"Existing Customer",28,"F","Unknown","Married","Unknown","Blue",36,3524,2,4252,78
"6093",714708183,"Existing Customer",58,"M","High School","Single","$60K - $80K","Silver",49,30186,3,4070,74
"6094",718285308,"Existing Customer",44,"F","Unknown","Single","Less than $40K","Blue",31,1438.3,1,3576,55
"6095",720595083,"Existing Customer",40,"F","Unknown","Married","Less than $40K","Blue",30,1620,3,4530,69
"6096",787501758,"Existing Customer",51,"F","High School","Single","Less than $40K","Blue",39,4038,1,4188,68
"6097",714990633,"Existing Customer",56,"M","Graduate","Single","$80K - $120K","Blue",36,2078,2,4382,82
"6098",714652383,"Existing Customer",51,"F","Graduate","Married","Less than $40K","Blue",36,1571,2,4580,74
"6099",788776008,"Existing Customer",43,"M","College","Married","$80K - $120K","Blue",24,4726,1,4683,91
"6100",709176108,"Existing Customer",56,"F","Post-Graduate","Unknown","Less than $40K","Blue",49,4604,3,4586,79
"6101",719354433,"Existing Customer",48,"M","College","Single","$80K - $120K","Silver",36,34516,3,4042,78
"6102",709368483,"Existing Customer",56,"M","Graduate","Married","$40K - $60K","Blue",45,1438.3,1,4323,77
"6103",717621333,"Existing Customer",48,"F","Unknown","Divorced","Less than $40K","Blue",36,2680,1,4592,78
"6104",716272158,"Attrited Customer",41,"F","College","Married","$40K - $60K","Blue",15,4312,4,2693,56
"6105",803355408,"Existing Customer",50,"M","Unknown","Married","$60K - $80K","Blue",44,2205,1,4813,77
"6106",717073308,"Existing Customer",44,"F","College","Married","Less than $40K","Blue",31,2679,2,4804,78
"6107",789105183,"Existing Customer",54,"M","Post-Graduate","Single","$80K - $120K","Silver",42,34516,2,4401,87
"6108",721305408,"Existing Customer",48,"F","Graduate","Married","Less than $40K","Blue",37,3378,1,4761,81
"6109",715739733,"Existing Customer",34,"M","High School","Single","$40K - $60K","Blue",25,1793,2,5293,88
"6110",779217333,"Existing Customer",59,"F","Graduate","Divorced","Less than $40K","Blue",49,2228,3,3922,75
"6111",712133508,"Existing Customer",41,"F","College","Single","$40K - $60K","Blue",22,2577,2,4734,75
"6112",714602658,"Attrited Customer",39,"F","Graduate","Married","Less than $40K","Blue",36,1462,3,1998,36
"6113",712446783,"Attrited Customer",50,"F","Graduate","Married","Less than $40K","Blue",30,4038,4,2400,41
"6114",720049083,"Attrited Customer",35,"F","Unknown","Divorced","Unknown","Blue",24,1438.3,3,2355,47
"6115",824172258,"Existing Customer",34,"F","Unknown","Divorced","Less than $40K","Blue",30,4408,2,4495,77
"6116",717695058,"Existing Customer",46,"F","High School","Married","Unknown","Blue",35,4163,3,4763,76
"6117",719782458,"Existing Customer",49,"F","Graduate","Married","$40K - $60K","Blue",39,7201,3,3981,76
"6118",718141983,"Existing Customer",49,"M","High School","Single","$80K - $120K","Blue",43,1883,1,5187,89
"6119",718853358,"Existing Customer",42,"F","Graduate","Single","Less than $40K","Blue",36,3308,2,5104,85
"6120",772539558,"Existing Customer",65,"F","College","Single","Less than $40K","Blue",55,2022,0,4623,65
"6121",817094283,"Existing Customer",43,"F","Graduate","Married","Less than $40K","Blue",23,8597,3,5173,78
"6122",716932308,"Existing Customer",38,"F","College","Married","Unknown","Blue",28,4693,3,4460,79
"6123",714738858,"Existing Customer",52,"F","Graduate","Unknown","Less than $40K","Blue",36,2873,3,4620,81
"6124",772409733,"Existing Customer",39,"F","High School","Divorced","$40K - $60K","Blue",28,3400,3,4742,90
"6125",717534108,"Existing Customer",48,"F","High School","Divorced","$40K - $60K","Blue",40,2405,3,4421,79
"6126",816378033,"Attrited Customer",46,"M","Uneducated","Single","$80K - $120K","Gold",41,34516,2,1989,47
"6127",790141308,"Existing Customer",44,"M","College","Married","$80K - $120K","Blue",37,8241,1,4436,79
"6128",710770383,"Existing Customer",53,"F","Graduate","Married","$40K - $60K","Blue",36,1438.3,1,4915,92
"6129",711351108,"Existing Customer",44,"F","High School","Unknown","Less than $40K","Blue",36,2608,2,4671,61
"6130",713744058,"Existing Customer",41,"F","High School","Married","Less than $40K","Blue",36,2359,3,5232,78
"6131",708998583,"Existing Customer",47,"F","Post-Graduate","Married","Less than $40K","Blue",39,1790,2,4141,87
"6132",827451333,"Attrited Customer",54,"F","Uneducated","Married","Less than $40K","Blue",50,2247,3,2615,37
"6133",714228558,"Existing Customer",40,"M","High School","Single","$80K - $120K","Blue",36,3624,3,4749,82
"6134",797668983,"Existing Customer",42,"F","Graduate","Married","Less than $40K","Blue",36,1438.3,1,4396,70
"6135",713023158,"Existing Customer",39,"F","College","Married","$40K - $60K","Blue",31,2901,2,4239,78
"6136",709982658,"Existing Customer",41,"F","College","Married","Less than $40K","Blue",31,9759,3,4226,77
"6137",715398858,"Existing Customer",57,"F","Post-Graduate","Married","Less than $40K","Blue",36,2525,2,4360,78
"6138",715615233,"Existing Customer",60,"F","High School","Divorced","Less than $40K","Blue",48,2737,3,4507,86
"6139",710650608,"Existing Customer",51,"M","Graduate","Married","$80K - $120K","Blue",36,19262,2,4812,85
"6140",803214108,"Existing Customer",33,"F","High School","Single","Unknown","Blue",27,2252,1,5055,68
"6141",717202083,"Attrited Customer",46,"M","Unknown","Single","$80K - $120K","Blue",34,7077,3,2619,41
"6142",719051733,"Existing Customer",63,"M","College","Single","$60K - $80K","Blue",51,2706,1,5047,64
"6143",789900633,"Existing Customer",49,"F","High School","Married","$40K - $60K","Blue",40,3263,2,4288,69
"6144",789122808,"Attrited Customer",41,"F","College","Married","$40K - $60K","Blue",29,3281,3,2907,45
"6145",709902108,"Existing Customer",51,"M","High School","Married","$80K - $120K","Blue",40,8169,2,4927,70
"6146",713666058,"Existing Customer",46,"F","College","Divorced","$40K - $60K","Blue",38,3276,3,4264,76
"6147",711453783,"Existing Customer",41,"F","Unknown","Single","Less than $40K","Blue",29,1966,3,4666,74
"6148",778936008,"Existing Customer",46,"F","High School","Married","Unknown","Blue",30,5869,3,5103,83
"6149",708085458,"Existing Customer",34,"F","Uneducated","Single","Less than $40K","Blue",24,1438.3,2,3940,82
"6150",749067633,"Existing Customer",45,"F","Unknown","Married","Less than $40K","Blue",38,3682,3,4015,77
"6151",716170308,"Existing Customer",27,"F","Graduate","Divorced","Unknown","Blue",36,13439,0,4715,86
"6152",711507783,"Attrited Customer",54,"F","Doctorate","Single","Less than $40K","Blue",42,1694,3,1930,41
"6153",819752133,"Existing Customer",41,"M","High School","Divorced","$80K - $120K","Blue",36,1636,2,4695,73
"6154",711061908,"Existing Customer",48,"F","Graduate","Married","Less than $40K","Blue",38,1449,3,4039,50
"6155",744231708,"Existing Customer",45,"F","Graduate","Married","Less than $40K","Blue",38,1513,3,4166,71
"6156",716856408,"Attrited Customer",39,"F","Graduate","Single","Less than $40K","Blue",28,1438.3,4,2392,44
"6157",711780108,"Existing Customer",46,"F","Doctorate","Divorced","Less than $40K","Blue",38,4120,2,4792,81
"6158",715178733,"Existing Customer",47,"F","Unknown","Single","Less than $40K","Blue",41,2289,1,4817,77
"6159",721418133,"Existing Customer",45,"F","Graduate","Single","Less than $40K","Blue",33,2016,3,4535,82
"6160",720124758,"Attrited Customer",49,"M","Uneducated","Married","$80K - $120K","Blue",40,2509,3,2239,47
"6161",809068983,"Existing Customer",40,"F","Graduate","Married","Less than $40K","Blue",35,3511,3,5238,82
"6162",711052308,"Existing Customer",45,"M","Post-Graduate","Divorced","$60K - $80K","Blue",37,2751,3,4453,75
"6163",718967433,"Existing Customer",34,"F","High School","Divorced","Less than $40K","Blue",36,2426,3,4918,81
"6164",709827933,"Existing Customer",44,"M","Graduate","Married","$80K - $120K","Blue",36,12230,2,3659,76
"6165",787568433,"Existing Customer",42,"M","Graduate","Single","$60K - $80K","Blue",33,7328,3,4518,79
"6166",720256158,"Existing Customer",47,"F","High School","Married","Unknown","Blue",40,2264,3,4279,75
"6167",715435758,"Existing Customer",42,"M","Graduate","Single","$80K - $120K","Blue",36,3046,3,4711,77
"6168",719505483,"Existing Customer",51,"F","Uneducated","Married","Unknown","Blue",36,5881,2,4431,89
"6169",721247883,"Existing Customer",52,"M","College","Married","$80K - $120K","Blue",41,16207,3,3621,83
"6170",772220433,"Existing Customer",44,"M","College","Unknown","$60K - $80K","Blue",33,15468,2,4484,81
"6171",789692283,"Existing Customer",47,"F","College","Single","Less than $40K","Blue",34,5950,2,4655,66
"6172",815091333,"Existing Customer",48,"F","Unknown","Married","Less than $40K","Blue",43,3119,2,4705,77
"6173",778732158,"Existing Customer",50,"F","Uneducated","Unknown","Unknown","Blue",30,1507,3,4037,83
"6174",715129233,"Existing Customer",51,"F","High School","Single","Less than $40K","Blue",36,2902,3,4748,74
"6175",714083208,"Existing Customer",47,"F","College","Married","Less than $40K","Blue",38,1585,2,4656,80
"6176",716559108,"Existing Customer",47,"F","High School","Single","Less than $40K","Blue",36,2899,3,4296,68
"6177",715102308,"Existing Customer",50,"F","Unknown","Married","$40K - $60K","Blue",36,2295,2,2245,47
"6178",768814983,"Existing Customer",39,"F","Unknown","Married","Less than $40K","Blue",33,3251,3,4284,85
"6179",788744058,"Existing Customer",48,"F","High School","Married","Unknown","Blue",27,4009,2,4506,80
"6180",782802033,"Attrited Customer",45,"F","Unknown","Married","Less than $40K","Blue",39,3411,2,2108,55
"6181",708499608,"Existing Customer",49,"M","Post-Graduate","Single","$40K - $60K","Silver",36,15525,2,4042,78
"6182",794947683,"Existing Customer",35,"F","Graduate","Single","Less than $40K","Blue",29,2118,0,4541,60
"6183",716442333,"Existing Customer",34,"F","Graduate","Married","$40K - $60K","Blue",25,2275,2,4977,88
"6184",772189308,"Existing Customer",59,"F","College","Single","Less than $40K","Blue",48,2601,0,4899,62
"6185",721529583,"Existing Customer",52,"M","High School","Single","$80K - $120K","Blue",41,4642,3,3532,72
"6186",713578608,"Existing Customer",58,"M","Doctorate","Single","Less than $40K","Blue",46,1438.3,3,4082,82
"6187",718976283,"Existing Customer",51,"F","Unknown","Single","Less than $40K","Blue",36,1858,2,4388,66
"6188",711505308,"Existing Customer",59,"F","Graduate","Single","Less than $40K","Blue",52,2636,3,4727,83
"6189",711131958,"Existing Customer",50,"F","Doctorate","Single","$40K - $60K","Blue",42,3743,3,4621,71
"6190",714687858,"Existing Customer",49,"F","Graduate","Single","Less than $40K","Blue",41,1438.3,3,4538,82
"6191",780289308,"Attrited Customer",61,"F","High School","Married","Less than $40K","Blue",47,4130,4,2418,57
"6192",708504783,"Existing Customer",47,"M","Uneducated","Unknown","$40K - $60K","Blue",36,10960,3,3480,62
"6193",778857108,"Existing Customer",52,"F","Post-Graduate","Married","$40K - $60K","Blue",33,3900,0,4337,81
"6194",756598833,"Existing Customer",38,"M","Uneducated","Married","Less than $40K","Blue",31,6236,3,5389,84
"6195",718748133,"Existing Customer",34,"F","Graduate","Single","Unknown","Blue",23,2591,0,3876,67
"6196",714503433,"Attrited Customer",57,"F","Doctorate","Married","Less than $40K","Blue",36,1615,3,2212,43
"6197",710869008,"Existing Customer",47,"F","Graduate","Single","Unknown","Blue",36,8332,2,5108,78
"6198",779643858,"Existing Customer",55,"F","Graduate","Married","Less than $40K","Blue",38,2033,2,4100,82
"6199",715250583,"Existing Customer",55,"M","Unknown","Single","$80K - $120K","Blue",48,8082,3,4277,59
"6200",714396558,"Existing Customer",57,"F","High School","Married","Less than $40K","Blue",51,1511,3,4683,87
"6201",752766783,"Existing Customer",43,"F","Graduate","Divorced","Unknown","Blue",36,11536,2,4106,81
"6202",715532208,"Existing Customer",65,"F","High School","Single","Less than $40K","Blue",55,4010,2,3807,61
"6203",719130558,"Existing Customer",55,"F","Uneducated","Married","Less than $40K","Blue",44,1669,3,4085,69
"6204",806232408,"Existing Customer",54,"F","Graduate","Married","Unknown","Blue",49,11905,2,4022,65
"6205",715497558,"Attrited Customer",44,"F","College","Married","Less than $40K","Blue",36,3052,3,2598,47
"6206",716303583,"Existing Customer",55,"F","Graduate","Unknown","Less than $40K","Blue",36,2712,2,4858,73
"6207",713522058,"Existing Customer",39,"F","College","Married","Less than $40K","Blue",30,1978,3,4299,59
"6208",719074308,"Existing Customer",37,"F","College","Married","Less than $40K","Blue",27,1438.3,0,4621,73
"6209",711881733,"Existing Customer",55,"F","Graduate","Married","Less than $40K","Blue",46,1606,3,4548,76
"6210",710310108,"Existing Customer",46,"F","Doctorate","Married","Less than $40K","Blue",29,2406,2,4665,89
"6211",715814433,"Existing Customer",44,"M","Unknown","Single","$80K - $120K","Blue",36,5877,3,3565,83
"6212",717252483,"Attrited Customer",57,"F","Graduate","Married","Less than $40K","Blue",41,2796,3,2196,35
"6213",770874483,"Existing Customer",54,"F","Post-Graduate","Married","Unknown","Blue",40,2876,2,4302,74
"6214",719742108,"Attrited Customer",38,"F","High School","Single","Less than $40K","Blue",26,3554,4,2372,44
"6215",711064008,"Existing Customer",48,"F","Unknown","Single","Less than $40K","Blue",36,9505,2,3616,68
"6216",717208833,"Attrited Customer",34,"F","High School","Single","Less than $40K","Blue",21,1576,2,2703,56
"6217",709022883,"Existing Customer",44,"F","College","Married","Less than $40K","Blue",36,1438.3,2,4257,89
"6218",713653983,"Existing Customer",39,"M","Uneducated","Single","$60K - $80K","Blue",26,2973,1,4342,87
"6219",713463708,"Attrited Customer",40,"F","Graduate","Single","Less than $40K","Blue",25,1438.3,3,2493,42
"6220",789143283,"Existing Customer",41,"F","Uneducated","Single","Unknown","Blue",30,5647,3,4868,76
"6221",778550583,"Existing Customer",43,"F","High School","Unknown","$40K - $60K","Blue",35,1766,2,4808,87
"6222",711181608,"Existing Customer",50,"F","Graduate","Unknown","Less than $40K","Blue",40,1606,3,4129,68
"6223",711790308,"Attrited Customer",54,"F","High School","Unknown","Less than $40K","Blue",34,2223,3,2538,49
"6224",779791908,"Existing Customer",47,"F","Post-Graduate","Single","$40K - $60K","Blue",36,2896,3,4970,85
"6225",789515283,"Existing Customer",51,"M","Graduate","Married","$60K - $80K","Blue",43,2157,3,4784,69
"6226",712046808,"Attrited Customer",49,"F","Doctorate","Divorced","Unknown","Blue",42,3802,3,2003,43
"6227",712169883,"Existing Customer",43,"M","College","Married","$60K - $80K","Blue",36,13840,2,4190,74
"6228",712637283,"Existing Customer",36,"F","Unknown","Unknown","Less than $40K","Blue",28,2169,2,5182,78
"6229",715555833,"Existing Customer",47,"F","Unknown","Single","Less than $40K","Blue",34,4862,0,4167,86
"6230",708712833,"Existing Customer",45,"F","Graduate","Married","Less than $40K","Blue",36,2289,2,4483,72
"6231",717841683,"Existing Customer",49,"M","Unknown","Married","$60K - $80K","Blue",36,22651,3,3915,72
"6232",708689958,"Existing Customer",48,"F","Unknown","Unknown","Less than $40K","Blue",36,2406,2,4748,88
"6233",708888633,"Attrited Customer",52,"M","Doctorate","Married","$80K - $120K","Blue",36,3022,3,2724,38
"6234",721012983,"Existing Customer",46,"M","Doctorate","Married","$80K - $120K","Blue",38,12935,2,3528,61
"6235",812406183,"Attrited Customer",45,"F","Unknown","Single","Less than $40K","Blue",40,1438.3,3,2207,41
"6236",714595983,"Attrited Customer",49,"F","Uneducated","Married","$40K - $60K","Blue",41,1438.3,3,2030,37
"6237",715725858,"Existing Customer",43,"F","Post-Graduate","Single","Less than $40K","Blue",26,2256,2,4893,76
"6238",720270633,"Attrited Customer",40,"F","Graduate","Single","Less than $40K","Blue",36,1516,1,2709,54
"6239",720269283,"Existing Customer",48,"F","Unknown","Unknown","$40K - $60K","Blue",33,2485,2,4351,86
"6240",710142258,"Existing Customer",53,"F","Unknown","Single","Less than $40K","Blue",36,1820,2,4665,67
"6241",708525108,"Existing Customer",54,"F","Graduate","Married","Unknown","Blue",47,2156,3,4120,77
"6242",709621008,"Existing Customer",48,"M","Post-Graduate","Single","$60K - $80K","Blue",30,5826,2,4135,76
"6243",717181833,"Existing Customer",39,"F","Graduate","Single","Less than $40K","Silver",30,10190,2,3768,59
"6244",711288558,"Existing Customer",45,"F","Graduate","Single","Less than $40K","Blue",28,2035,2,4670,77
"6245",718653333,"Attrited Customer",45,"F","College","Single","Less than $40K","Blue",33,1833,3,2037,31
"6246",766628733,"Existing Customer",56,"M","Uneducated","Single","$60K - $80K","Blue",49,1623,3,4965,74
"6247",711724083,"Attrited Customer",27,"F","Unknown","Single","Less than $40K","Blue",16,1835,3,1903,44
"6248",719690733,"Existing Customer",47,"F","High School","Married","Less than $40K","Blue",40,4490,2,4346,70
"6249",770783508,"Existing Customer",48,"M","Graduate","Divorced","$60K - $80K","Blue",34,11062,2,4084,72
"6250",713422083,"Attrited Customer",30,"F","Graduate","Single","Less than $40K","Blue",36,1574,3,2560,59
"6251",718026858,"Existing Customer",52,"F","College","Single","Less than $40K","Blue",36,2370,2,4751,80
"6252",716028108,"Existing Customer",35,"F","College","Single","Less than $40K","Blue",18,2658,0,4667,83
"6253",712222758,"Attrited Customer",38,"F","Graduate","Married","Less than $40K","Blue",36,2300,3,2500,47
"6254",718436133,"Existing Customer",44,"F","Graduate","Single","Less than $40K","Blue",36,2368,3,4289,71
"6255",719313633,"Existing Customer",53,"F","High School","Married","$40K - $60K","Blue",36,2883,3,4244,53
"6256",814586958,"Existing Customer",43,"F","College","Divorced","Unknown","Blue",38,3264,2,4624,75
"6257",804344733,"Existing Customer",46,"F","Unknown","Single","Less than $40K","Blue",41,1937,2,4303,89
"6258",717166383,"Existing Customer",40,"F","Unknown","Married","$40K - $60K","Blue",30,2166,2,5097,82
"6259",713060283,"Existing Customer",43,"F","Graduate","Married","$40K - $60K","Blue",34,7135,3,3746,81
"6260",713070033,"Existing Customer",56,"F","Graduate","Single","Less than $40K","Blue",43,1438.3,2,4830,79
"6261",793625583,"Existing Customer",48,"F","High School","Single","$40K - $60K","Blue",42,3743,1,4674,67
"6262",713918358,"Existing Customer",31,"F","Uneducated","Divorced","Unknown","Blue",36,5190,1,4900,81
"6263",714308283,"Existing Customer",41,"M","Doctorate","Married","$40K - $60K","Blue",32,6059,3,4119,70
"6264",714086133,"Existing Customer",47,"F","Uneducated","Single","Less than $40K","Blue",36,2577,3,4576,83
"6265",718872858,"Existing Customer",43,"F","High School","Married","Less than $40K","Blue",36,3761,3,4476,79
"6266",718148358,"Attrited Customer",50,"F","High School","Married","Less than $40K","Blue",36,1572,3,2447,41
"6267",709665783,"Existing Customer",39,"F","Unknown","Married","$40K - $60K","Blue",36,1637,1,4800,70
"6268",708483708,"Existing Customer",51,"M","Unknown","Married","$120K +","Blue",36,28600,2,4336,66
"6269",715347783,"Existing Customer",40,"M","High School","Married","Less than $40K","Blue",35,4402,1,3063,57
"6270",709054083,"Existing Customer",50,"F","Graduate","Unknown","Less than $40K","Blue",32,2652,3,4816,79
"6271",807915408,"Existing Customer",41,"F","College","Married","$40K - $60K","Blue",36,6602,3,4479,82
"6272",794507133,"Attrited Customer",37,"F","Doctorate","Single","$40K - $60K","Blue",18,1900,3,2880,46
"6273",712569408,"Existing Customer",56,"F","Doctorate","Single","$40K - $60K","Blue",44,3455,3,4925,82
"6274",788805108,"Existing Customer",47,"M","High School","Single","$60K - $80K","Blue",30,18123,3,4259,80
"6275",710150208,"Existing Customer",44,"F","Post-Graduate","Divorced","Less than $40K","Blue",26,2295,3,3834,69
"6276",711825558,"Existing Customer",38,"M","Graduate","Married","$80K - $120K","Blue",19,1518,2,3595,65
"6277",712891833,"Existing Customer",45,"F","Graduate","Unknown","Less than $40K","Blue",36,2723,1,3875,84
"6278",719680908,"Existing Customer",47,"F","College","Married","Less than $40K","Blue",27,1776,3,4878,84
"6279",801053208,"Existing Customer",39,"F","High School","Married","Less than $40K","Blue",33,1968,1,4199,84
"6280",758642733,"Existing Customer",48,"F","Graduate","Single","Less than $40K","Blue",41,1860,1,5163,73
"6281",771201408,"Existing Customer",53,"F","Graduate","Divorced","Less than $40K","Blue",40,2684,3,5299,75
"6282",789523683,"Existing Customer",51,"F","Graduate","Single","$40K - $60K","Blue",43,2180,3,4348,77
"6283",767266758,"Attrited Customer",41,"F","High School","Single","Less than $40K","Blue",34,1661,4,2473,49
"6284",713732883,"Existing Customer",38,"F","Uneducated","Single","Less than $40K","Blue",36,1679,2,4771,81
"6285",720739083,"Attrited Customer",36,"F","Post-Graduate","Married","Less than $40K","Blue",25,1691,3,2716,63
"6286",718010133,"Existing Customer",46,"F","Post-Graduate","Single","Less than $40K","Blue",35,2888,3,3703,61
"6287",771518658,"Existing Customer",58,"F","High School","Married","$40K - $60K","Blue",46,1871,1,4553,90
"6288",710508858,"Existing Customer",44,"F","High School","Unknown","Less than $40K","Blue",34,3226,3,4317,81
"6289",772590408,"Existing Customer",41,"M","Unknown","Married","$80K - $120K","Blue",31,12114,1,3964,90
"6290",719334408,"Existing Customer",42,"F","Post-Graduate","Married","Less than $40K","Blue",36,4959,1,4286,71
"6291",717500133,"Existing Customer",42,"M","Uneducated","Single","$80K - $120K","Blue",36,10374,3,4240,63
"6292",720988083,"Existing Customer",45,"F","Uneducated","Married","Less than $40K","Blue",35,1438.3,2,4425,79
"6293",713594883,"Attrited Customer",44,"F","Uneducated","Single","Unknown","Blue",32,1486,3,2380,43
"6294",719848908,"Existing Customer",41,"F","Graduate","Married","Unknown","Blue",33,2542,3,4087,73
"6295",714962658,"Attrited Customer",35,"M","Unknown","Single","Less than $40K","Blue",36,1931,3,2482,40
"6296",717429258,"Attrited Customer",48,"F","Doctorate","Single","Less than $40K","Blue",39,1644,4,2450,45
