"id_spedizione","modalita_spedizione","valutazione_cliente","costo_prodotto","acquisti_precedenti","importanza_prodotto","genere","sconto_offerto","peso_grammi","consegna_puntuale"
6191,"Nave",5,180,2,"media","Femmina",1,4332,"No"
6192,"Nave",5,146,3,"media","Femmina",7,4126,"No"
6193,"Nave",4,236,3,"media","Maschio",1,5851,"No"
6194,"Nave",4,133,4,"alta","Femmina",10,5296,"No"
6195,"Nave",2,173,4,"alta","Femmina",9,4307,"No"
6196,"Nave",3,210,3,"bassa","Maschio",9,5556,"No"
6197,"Nave",4,238,2,"media","Femmina",1,4991,"Si"
6198,"Nave",2,268,4,"bassa","Femmina",3,5275,"No"
6199,"Nave",5,175,3,"media","Femmina",8,5471,"Si"
6200,"Nave",2,280,4,"bassa","Maschio",8,4539,"Si"
6201,"Nave",1,153,2,"bassa","Femmina",1,4027,"No"
6202,"Nave",4,251,2,"media","Femmina",6,4376,"No"
6203,"Nave",2,252,3,"media","Maschio",8,4262,"Si"
6204,"Nave",5,201,8,"media","Femmina",4,5472,"Si"
6205,"Nave",4,216,4,"media","Femmina",8,5878,"Si"
6206,"Nave",2,126,10,"bassa","Maschio",3,4073,"Si"
6207,"Nave",2,177,4,"bassa","Femmina",3,4199,"Si"
6208,"Nave",3,145,3,"media","Maschio",1,5783,"Si"
6209,"Nave",3,258,2,"bassa","Femmina",10,5371,"Si"
6210,"Nave",3,273,10,"media","Maschio",6,4251,"Si"
6211,"Nave",1,245,3,"bassa","Femmina",5,4523,"No"
6212,"Nave",4,241,2,"media","Femmina",7,4413,"No"
6213,"Nave",1,208,3,"bassa","Femmina",6,5345,"Si"
6214,"Nave",5,282,4,"bassa","Maschio",1,1193,"Si"
6215,"Nave",5,295,4,"media","Maschio",1,1159,"No"
6216,"Nave",5,255,4,"bassa","Femmina",9,1113,"No"
6217,"Nave",3,292,4,"bassa","Femmina",8,1434,"No"
6218,"Nave",4,244,4,"bassa","Maschio",1,1130,"Si"
6219,"Nave",4,306,4,"bassa","Femmina",8,1691,"Si"
6220,"Nave",5,258,4,"bassa","Maschio",5,1966,"Si"
6221,"Nave",1,265,6,"bassa","Femmina",2,1629,"Si"
6222,"Nave",1,227,5,"bassa","Maschio",6,1667,"No"
6223,"Nave",1,276,4,"bassa","Femmina",9,1519,"Si"
6224,"Nave",5,244,4,"media","Femmina",2,1980,"No"
6225,"Nave",2,217,6,"media","Femmina",3,1732,"Si"
6226,"Nave",5,211,3,"bassa","Maschio",3,1368,"No"
6227,"Nave",4,227,5,"bassa","Maschio",8,1982,"Si"
6228,"Nave",1,249,4,"media","Maschio",5,1027,"Si"
6229,"Nave",2,269,4,"bassa","Maschio",6,1073,"No"
6230,"Nave",3,278,4,"media","Maschio",4,1716,"No"
6231,"Nave",5,282,4,"media","Femmina",4,1013,"No"
6232,"Nave",1,300,4,"media","Femmina",2,1790,"Si"
6233,"Nave",3,146,3,"media","Femmina",4,5384,"No"
6234,"Nave",4,236,3,"media","Femmina",5,5466,"No"
6235,"Nave",4,133,4,"alta","Femmina",7,5973,"Si"
6236,"Nave",4,173,4,"alta","Femmina",8,5284,"Si"
6237,"Nave",2,210,3,"bassa","Femmina",9,4163,"No"
6238,"Nave",3,238,2,"media","Femmina",4,4206,"No"
6239,"Nave",4,268,4,"bassa","Maschio",5,5647,"No"
6240,"Nave",4,175,3,"media","Maschio",10,4771,"Si"
6241,"Nave",4,280,4,"bassa","Maschio",10,5156,"No"
6242,"Nave",5,153,2,"bassa","Maschio",1,4492,"No"
6243,"Nave",5,251,2,"media","Femmina",8,5232,"No"
6244,"Nave",2,252,3,"media","Maschio",2,5769,"No"
6245,"Nave",2,201,8,"media","Femmina",9,5146,"No"
6246,"Nave",5,216,4,"media","Femmina",1,4092,"Si"
6247,"Nave",3,126,10,"bassa","Maschio",10,4128,"No"
6248,"Nave",1,177,4,"bassa","Femmina",6,5037,"Si"
6249,"Nave",2,145,3,"media","Maschio",2,4836,"No"
6250,"Nave",4,258,2,"bassa","Femmina",8,4200,"No"
6251,"Nave",3,273,10,"media","Femmina",8,4896,"No"
6252,"Nave",1,245,3,"bassa","Maschio",2,5835,"Si"
6253,"Nave",2,241,2,"media","Maschio",6,4741,"No"
6254,"Nave",1,208,3,"bassa","Maschio",4,4530,"Si"
6255,"Nave",1,282,4,"bassa","Maschio",1,1434,"No"
6256,"Nave",5,295,4,"media","Maschio",5,1963,"Si"
6257,"Nave",4,255,4,"bassa","Maschio",7,1869,"Si"
6258,"Nave",2,292,4,"bassa","Femmina",2,1565,"No"
6259,"Nave",1,244,4,"bassa","Maschio",5,1867,"No"
6260,"Nave",3,306,4,"bassa","Maschio",10,1372,"Si"
6261,"Nave",5,258,4,"bassa","Maschio",5,1558,"No"
6262,"Nave",1,265,6,"bassa","Femmina",9,1753,"Si"
6263,"Nave",2,227,5,"bassa","Femmina",3,1242,"Si"
6264,"Nave",2,276,4,"bassa","Maschio",9,1022,"Si"
6265,"Nave",4,244,4,"media","Femmina",1,1179,"Si"
6266,"Nave",4,217,6,"media","Maschio",9,1974,"No"
6267,"Nave",1,211,3,"bassa","Maschio",6,1760,"Si"
6268,"Nave",5,227,5,"bassa","Femmina",2,1804,"Si"
6269,"Nave",5,249,4,"media","Maschio",2,1727,"Si"
6270,"Nave",4,302,5,"media","Maschio",7,1503,"Si"
6271,"Nave",4,293,6,"bassa","Femmina",7,1117,"Si"
6272,"Nave",5,232,3,"bassa","Maschio",4,1716,"Si"
6273,"Nave",5,279,4,"bassa","Maschio",7,1447,"No"
6274,"Nave",5,251,4,"bassa","Femmina",8,1038,"No"
6275,"Nave",5,300,5,"bassa","Maschio",1,1188,"No"
6276,"Strada",5,133,5,"bassa","Femmina",3,1544,"Si"
6277,"Strada",5,283,4,"bassa","Maschio",2,1136,"Si"
6278,"Strada",5,296,4,"bassa","Maschio",8,1686,"Si"
6279,"Strada",3,261,4,"media","Femmina",8,1397,"Si"
6280,"Strada",1,286,4,"bassa","Femmina",3,1747,"Si"
6281,"Strada",3,298,4,"bassa","Femmina",1,1657,"No"
6282,"Strada",4,287,4,"media","Femmina",9,1936,"Si"
6283,"Strada",2,251,4,"media","Femmina",9,1322,"Si"
6284,"Strada",1,231,5,"bassa","Maschio",10,1418,"No"
6285,"Strada",2,249,5,"media","Maschio",6,1298,"No"
6286,"Strada",3,244,5,"bassa","Femmina",3,1174,"No"
6287,"Strada",2,264,4,"media","Maschio",6,1688,"No"
6288,"Strada",2,254,5,"media","Maschio",6,1002,"No"
6289,"Strada",5,264,6,"bassa","Maschio",6,1637,"No"
6290,"Strada",5,309,4,"bassa","Maschio",6,1463,"Si"
6291,"Strada",5,298,4,"bassa","Maschio",8,1631,"No"
6292,"Strada",5,265,5,"media","Femmina",8,1867,"No"
6293,"Strada",1,246,4,"media","Maschio",4,1504,"Si"
6294,"Strada",2,222,5,"bassa","Femmina",1,1672,"No"
6295,"Strada",5,250,4,"bassa","Femmina",2,1296,"No"
6296,"Strada",3,240,5,"media","Femmina",5,1301,"No"
6297,"Strada",3,246,6,"bassa","Femmina",10,1176,"No"
6298,"Aereo",1,293,5,"media","Femmina",7,1052,"No"
6299,"Aereo",5,253,4,"media","Maschio",1,1977,"No"
6300,"Aereo",5,258,5,"media","Maschio",7,1819,"No"
6301,"Aereo",4,258,4,"bassa","Femmina",2,1051,"Si"
6302,"Aereo",3,245,5,"media","Maschio",3,1851,"No"
6303,"Aereo",2,307,4,"media","Maschio",2,1073,"No"
6304,"Aereo",5,301,4,"bassa","Femmina",3,1958,"No"
6305,"Aereo",5,252,4,"bassa","Femmina",2,1249,"No"
6306,"Aereo",1,272,6,"media","Femmina",2,1681,"Si"
6307,"Aereo",3,221,5,"bassa","Femmina",2,1630,"Si"
6308,"Aereo",3,247,5,"bassa","Maschio",10,1699,"Si"
6309,"Aereo",5,260,4,"bassa","Femmina",3,1930,"Si"
6310,"Aereo",5,251,6,"media","Maschio",4,1077,"No"
6311,"Aereo",2,227,5,"media","Maschio",9,1917,"No"
6312,"Aereo",5,269,4,"bassa","Maschio",9,1826,"No"
6313,"Aereo",2,161,4,"bassa","Maschio",10,1683,"No"
6314,"Aereo",4,256,5,"bassa","Maschio",9,1622,"Si"
6315,"Aereo",1,303,5,"media","Femmina",9,1203,"No"
6316,"Aereo",3,257,5,"media","Femmina",7,1565,"Si"
6317,"Aereo",3,310,4,"media","Femmina",8,1497,"No"
6318,"Aereo",3,238,5,"media","Maschio",2,1150,"Si"
6319,"Aereo",3,191,6,"media","Femmina",2,4471,"No"
6320,"Nave",3,252,3,"media","Femmina",7,4852,"No"
6321,"Nave",5,228,3,"media","Femmina",8,4731,"Si"
6322,"Nave",3,208,2,"media","Femmina",4,4767,"Si"
6323,"Nave",3,176,3,"bassa","Femmina",1,5168,"No"
6324,"Nave",1,233,3,"bassa","Femmina",7,4874,"No"
6325,"Nave",5,104,4,"bassa","Maschio",2,5235,"No"
6326,"Nave",4,237,3,"bassa","Maschio",1,5980,"No"
6327,"Nave",5,252,3,"media","Maschio",7,5281,"No"
6328,"Nave",2,135,3,"media","Maschio",9,5173,"No"
6329,"Nave",5,137,2,"bassa","Maschio",8,5111,"Si"
6330,"Nave",3,228,3,"media","Femmina",1,5129,"Si"
6331,"Nave",3,236,4,"media","Maschio",1,5783,"Si"
6332,"Nave",4,239,4,"media","Femmina",8,4537,"No"
6333,"Nave",2,199,3,"bassa","Maschio",1,4697,"Si"
6334,"Nave",4,269,2,"media","Maschio",2,4177,"No"
6335,"Nave",2,226,3,"bassa","Maschio",5,5875,"No"
6336,"Nave",1,264,3,"bassa","Femmina",5,5043,"No"
6337,"Nave",4,264,3,"media","Maschio",10,4025,"Si"
6338,"Nave",3,186,3,"bassa","Maschio",2,4437,"Si"
6339,"Nave",5,154,3,"alta","Femmina",2,4219,"No"
6340,"Nave",1,239,2,"media","Femmina",2,5757,"Si"
6341,"Nave",5,139,2,"bassa","Femmina",7,4449,"Si"
6342,"Nave",4,138,2,"media","Femmina",8,5885,"Si"
6343,"Nave",1,286,4,"media","Maschio",4,5106,"No"
6344,"Nave",3,275,5,"bassa","Maschio",2,4622,"Si"
6345,"Nave",5,195,2,"bassa","Maschio",2,4008,"Si"
6346,"Nave",4,267,3,"alta","Maschio",8,5337,"Si"
6347,"Nave",3,223,3,"media","Femmina",7,5935,"No"
6348,"Nave",4,198,2,"bassa","Maschio",6,5520,"No"
6349,"Nave",5,250,2,"bassa","Femmina",7,4724,"No"
6350,"Nave",3,237,4,"bassa","Femmina",8,5761,"No"
6351,"Nave",4,193,3,"media","Maschio",4,5873,"No"
6352,"Nave",2,216,4,"media","Femmina",9,5804,"No"
6353,"Nave",2,253,2,"media","Femmina",2,4567,"No"
6354,"Nave",1,132,3,"bassa","Femmina",2,4785,"No"
6355,"Nave",4,140,4,"bassa","Maschio",3,4018,"No"
6356,"Nave",4,114,4,"bassa","Maschio",9,4452,"Si"
6357,"Nave",5,238,6,"media","Maschio",8,5620,"No"
6358,"Nave",1,210,2,"bassa","Maschio",9,5932,"No"
6359,"Nave",4,272,4,"media","Maschio",4,4363,"Si"
6360,"Nave",5,184,3,"media","Femmina",9,5594,"No"
6361,"Nave",1,168,2,"bassa","Maschio",3,4665,"Si"
6362,"Nave",2,231,5,"bassa","Maschio",7,4718,"No"
6363,"Nave",1,143,2,"media","Femmina",5,4057,"No"
6364,"Nave",2,182,3,"media","Maschio",9,5735,"No"
6365,"Nave",4,221,3,"bassa","Femmina",3,4076,"No"
6366,"Nave",1,225,6,"bassa","Maschio",8,5714,"Si"
6367,"Nave",5,227,3,"alta","Maschio",9,4892,"Si"
6368,"Nave",1,266,3,"bassa","Maschio",5,5154,"No"
6369,"Nave",2,247,4,"alta","Femmina",9,4588,"Si"
6370,"Nave",2,154,3,"media","Maschio",1,5322,"Si"
6371,"Nave",3,179,3,"bassa","Femmina",3,4131,"No"
6372,"Nave",3,249,2,"media","Maschio",9,4034,"Si"
6373,"Nave",5,156,4,"bassa","Maschio",5,4661,"Si"
6374,"Nave",5,206,3,"bassa","Femmina",6,4620,"Si"
6375,"Nave",1,245,3,"media","Femmina",5,4173,"No"
6376,"Nave",5,197,2,"bassa","Maschio",3,4379,"Si"
6377,"Nave",4,188,4,"media","Maschio",5,5216,"Si"
6378,"Nave",3,237,2,"bassa","Femmina",2,4263,"Si"
6379,"Nave",4,174,2,"media","Femmina",2,5892,"No"
6380,"Nave",3,266,3,"bassa","Maschio",4,4969,"Si"
6381,"Nave",3,151,3,"bassa","Maschio",7,4611,"No"
6382,"Nave",3,271,2,"media","Maschio",9,4967,"Si"
6383,"Nave",1,214,2,"bassa","Femmina",10,4447,"No"
6384,"Nave",5,261,5,"bassa","Maschio",1,5442,"No"
6385,"Nave",1,166,2,"alta","Femmina",6,5905,"Si"
6386,"Nave",4,269,2,"bassa","Femmina",8,5294,"Si"
6387,"Nave",2,167,3,"media","Maschio",5,5995,"Si"
6388,"Nave",1,200,2,"media","Femmina",5,5249,"No"
6389,"Nave",4,159,3,"bassa","Femmina",1,4194,"Si"
6390,"Nave",2,197,2,"bassa","Femmina",1,4977,"No"
6391,"Nave",5,219,2,"alta","Maschio",4,4069,"Si"
6392,"Nave",2,239,3,"bassa","Femmina",10,4486,"No"
6393,"Nave",1,146,2,"media","Femmina",8,5375,"No"
6394,"Nave",1,173,2,"bassa","Femmina",4,4242,"Si"
6395,"Nave",3,220,3,"bassa","Femmina",6,4894,"Si"
6396,"Nave",5,185,3,"media","Maschio",5,4317,"Si"
6397,"Nave",2,170,2,"media","Maschio",5,4996,"Si"
6398,"Nave",3,250,3,"alta","Femmina",4,5272,"Si"
6399,"Nave",4,145,3,"bassa","Femmina",7,4079,"Si"
6400,"Nave",2,211,4,"alta","Maschio",1,5831,"Si"
6401,"Nave",5,249,3,"bassa","Maschio",1,4274,"No"
6402,"Nave",3,237,2,"media","Maschio",8,5516,"No"
6403,"Nave",5,144,2,"media","Maschio",8,5478,"No"
6404,"Nave",4,171,3,"bassa","Maschio",6,4343,"Si"
6405,"Nave",1,203,3,"media","Femmina",4,4965,"No"
6406,"Nave",1,137,4,"alta","Femmina",1,4042,"No"
6407,"Nave",2,212,3,"media","Maschio",3,5427,"Si"
6408,"Nave",3,209,3,"alta","Femmina",2,4036,"Si"
6409,"Nave",4,223,3,"bassa","Femmina",7,5336,"Si"
6410,"Nave",2,164,2,"media","Femmina",7,4150,"No"
6411,"Nave",3,220,3,"alta","Femmina",6,5269,"Si"
6412,"Nave",4,216,3,"media","Maschio",3,5651,"No"
6413,"Strada",2,215,2,"media","Maschio",7,5988,"Si"
6414,"Strada",2,146,3,"bassa","Femmina",4,5659,"No"
6415,"Strada",2,168,2,"bassa","Femmina",10,5225,"Si"
6416,"Strada",4,218,6,"media","Maschio",8,5101,"Si"
6417,"Strada",3,143,4,"media","Femmina",2,4919,"No"
6418,"Strada",1,233,3,"media","Maschio",7,5331,"No"
6419,"Strada",1,195,3,"bassa","Maschio",2,4418,"No"
6420,"Strada",2,206,2,"media","Maschio",5,4635,"No"
6421,"Strada",5,181,3,"media","Maschio",1,5310,"No"
6422,"Strada",2,150,4,"bassa","Femmina",1,5922,"Si"
6423,"Strada",5,258,4,"bassa","Femmina",3,4212,"Si"
6424,"Strada",3,149,4,"media","Maschio",1,4678,"No"
6425,"Strada",1,163,3,"bassa","Maschio",4,4200,"No"
6426,"Strada",3,259,2,"alta","Maschio",8,4481,"No"
6427,"Strada",1,187,2,"bassa","Femmina",7,4792,"No"
6428,"Strada",5,172,3,"media","Maschio",1,5024,"Si"
6429,"Strada",5,139,2,"bassa","Maschio",2,5839,"No"
6430,"Strada",1,203,3,"bassa","Femmina",2,4162,"Si"
6431,"Strada",3,150,4,"media","Femmina",1,4662,"No"
6432,"Strada",1,201,6,"media","Maschio",10,5077,"Si"
6433,"Strada",4,194,2,"media","Maschio",7,5553,"No"
6434,"Strada",4,159,3,"alta","Maschio",4,4756,"Si"
6435,"Aereo",2,238,2,"media","Femmina",9,4937,"No"
6436,"Aereo",5,189,2,"bassa","Maschio",8,4567,"No"
6437,"Aereo",1,173,2,"alta","Maschio",1,4135,"Si"
6438,"Aereo",1,171,4,"media","Maschio",2,5082,"No"
6439,"Aereo",3,154,2,"bassa","Maschio",3,5440,"Si"
6440,"Aereo",1,173,3,"bassa","Femmina",4,4634,"No"
6441,"Aereo",4,186,6,"bassa","Femmina",8,4134,"No"
6442,"Aereo",1,224,3,"bassa","Maschio",9,5546,"Si"
6443,"Aereo",3,186,3,"media","Femmina",9,5131,"Si"
6444,"Aereo",4,196,3,"bassa","Maschio",5,5514,"No"
6445,"Aereo",2,149,3,"bassa","Femmina",4,4819,"Si"
6446,"Aereo",3,224,2,"media","Maschio",8,5961,"Si"
6447,"Aereo",1,154,2,"bassa","Femmina",10,5594,"Si"
6448,"Aereo",3,170,4,"bassa","Maschio",3,4049,"No"
6449,"Aereo",4,150,2,"bassa","Femmina",6,5987,"No"
6450,"Aereo",2,240,3,"bassa","Maschio",7,4744,"Si"
6451,"Aereo",3,139,2,"media","Femmina",4,5958,"Si"
6452,"Aereo",3,251,3,"media","Maschio",2,5972,"No"
6453,"Aereo",4,237,3,"media","Maschio",4,4747,"Si"
6454,"Aereo",2,227,3,"bassa","Femmina",4,4450,"No"
6455,"Aereo",5,131,5,"bassa","Femmina",1,5299,"Si"
6456,"Aereo",2,161,3,"bassa","Maschio",8,5804,"Si"
6457,"Nave",5,195,3,"media","Femmina",9,4224,"No"
6458,"Nave",3,266,2,"bassa","Maschio",1,5356,"No"
6459,"Nave",2,198,2,"bassa","Maschio",9,4250,"Si"
6460,"Nave",3,200,4,"bassa","Femmina",10,4291,"Si"
6461,"Nave",1,196,4,"media","Femmina",2,5844,"No"
6462,"Nave",1,285,5,"bassa","Maschio",4,5759,"No"
6463,"Nave",2,265,2,"bassa","Maschio",2,5649,"No"
6464,"Nave",2,131,5,"bassa","Femmina",8,5084,"No"
6465,"Nave",4,216,3,"media","Femmina",2,5404,"Si"
6466,"Nave",1,253,4,"bassa","Femmina",1,5621,"No"
6467,"Nave",3,230,4,"media","Maschio",4,5278,"Si"
6468,"Nave",1,173,4,"media","Femmina",1,4684,"No"
6469,"Nave",5,206,2,"bassa","Femmina",4,4080,"No"
6470,"Nave",3,189,5,"bassa","Maschio",7,4869,"No"
6471,"Nave",5,270,3,"alta","Maschio",1,4078,"Si"
6472,"Nave",4,266,3,"bassa","Maschio",3,5531,"Si"
6473,"Nave",5,270,3,"media","Maschio",7,5477,"Si"
6474,"Nave",4,216,8,"media","Femmina",8,4616,"No"
6475,"Nave",1,147,8,"media","Maschio",6,4575,"No"
6476,"Nave",2,270,6,"media","Femmina",10,4725,"Si"
6477,"Nave",2,261,8,"bassa","Femmina",3,5171,"No"
6478,"Nave",3,261,8,"media","Maschio",3,4007,"Si"
6479,"Nave",2,177,6,"bassa","Femmina",3,4392,"Si"
6480,"Nave",4,142,10,"alta","Femmina",7,4624,"No"
6481,"Nave",4,222,3,"media","Femmina",10,4663,"No"
6482,"Nave",4,186,7,"media","Maschio",9,5418,"No"
6483,"Nave",2,177,3,"media","Maschio",8,5006,"Si"
6484,"Nave",1,251,4,"bassa","Maschio",3,4433,"No"
6485,"Nave",5,240,7,"media","Femmina",9,5525,"Si"
6486,"Nave",4,260,4,"media","Maschio",10,5425,"No"
6487,"Nave",2,206,7,"alta","Maschio",3,4991,"No"
6488,"Nave",3,242,2,"bassa","Maschio",3,4811,"Si"
6489,"Nave",1,194,3,"bassa","Femmina",1,5566,"No"
6490,"Nave",1,232,3,"bassa","Femmina",10,1014,"Si"
6491,"Nave",2,279,4,"bassa","Femmina",10,1990,"Si"
6492,"Nave",4,251,4,"bassa","Femmina",10,1568,"Si"
6493,"Nave",1,300,5,"bassa","Femmina",10,1787,"No"
6494,"Nave",3,133,5,"bassa","Femmina",4,1783,"Si"
6495,"Nave",1,283,4,"bassa","Maschio",8,1404,"No"
6496,"Nave",4,296,4,"bassa","Femmina",8,1717,"Si"
6497,"Nave",2,261,4,"media","Maschio",8,1891,"No"
6498,"Nave",2,286,4,"bassa","Femmina",3,1959,"No"
6499,"Nave",1,298,4,"bassa","Femmina",1,1735,"Si"
6500,"Nave",1,287,4,"media","Femmina",1,1581,"No"
6501,"Nave",5,251,4,"media","Femmina",3,1660,"No"
6502,"Nave",2,231,5,"bassa","Femmina",4,1913,"Si"
6503,"Nave",1,249,5,"media","Maschio",10,1561,"No"
6504,"Nave",2,244,5,"bassa","Maschio",10,1699,"No"
6505,"Nave",1,264,4,"media","Femmina",9,1829,"Si"
6506,"Nave",1,254,5,"media","Maschio",10,1020,"No"
6507,"Nave",4,264,6,"bassa","Femmina",6,1758,"No"
6508,"Nave",4,309,4,"bassa","Maschio",9,1771,"Si"
6509,"Nave",1,298,4,"bassa","Femmina",4,1853,"No"
6510,"Nave",5,265,5,"media","Maschio",1,1568,"No"
6511,"Nave",2,246,4,"media","Maschio",7,1071,"No"
6512,"Nave",2,222,5,"bassa","Femmina",5,1329,"No"
6513,"Nave",5,250,4,"bassa","Maschio",1,1690,"Si"
6514,"Nave",2,240,5,"media","Maschio",7,1711,"Si"
6515,"Nave",1,246,6,"bassa","Femmina",6,1335,"Si"
6516,"Nave",2,293,5,"media","Femmina",4,1281,"No"
6517,"Nave",5,189,5,"bassa","Maschio",3,5254,"Si"
6518,"Nave",5,270,3,"alta","Femmina",7,4459,"Si"
6519,"Nave",4,266,3,"bassa","Maschio",10,5221,"No"
6520,"Nave",2,270,3,"media","Maschio",9,5873,"Si"
6521,"Nave",3,216,8,"media","Maschio",4,5329,"Si"
6522,"Nave",3,147,8,"media","Femmina",7,5822,"No"
6523,"Nave",5,270,6,"media","Femmina",9,4195,"No"
6524,"Nave",3,261,8,"bassa","Maschio",10,4145,"No"
6525,"Nave",1,261,8,"media","Femmina",9,5248,"Si"
6526,"Nave",4,177,6,"bassa","Maschio",6,5451,"Si"
6527,"Nave",2,142,10,"alta","Femmina",9,4280,"Si"
6528,"Nave",3,222,3,"media","Femmina",10,4597,"No"
6529,"Nave",5,186,7,"media","Femmina",1,4357,"No"
6530,"Nave",3,177,3,"media","Maschio",10,5374,"Si"
6531,"Nave",4,251,4,"bassa","Femmina",1,4252,"No"
6532,"Nave",3,240,7,"media","Maschio",3,4385,"No"
6533,"Nave",5,260,4,"media","Femmina",8,4162,"Si"
6534,"Nave",2,206,7,"alta","Maschio",7,5479,"Si"
6535,"Nave",5,242,2,"bassa","Maschio",4,5341,"No"
6536,"Nave",2,194,3,"bassa","Femmina",3,5779,"Si"
6537,"Nave",2,232,3,"bassa","Femmina",1,1187,"Si"
6538,"Nave",4,279,4,"bassa","Femmina",1,1246,"Si"
6539,"Nave",3,251,4,"bassa","Maschio",1,1230,"Si"
6540,"Nave",2,300,5,"bassa","Maschio",3,1696,"No"
6541,"Nave",5,133,5,"bassa","Femmina",7,1239,"Si"
6542,"Nave",4,283,4,"bassa","Femmina",10,1512,"No"
6543,"Nave",5,296,4,"bassa","Femmina",2,1823,"Si"
6544,"Nave",1,261,4,"media","Femmina",8,1524,"No"
6545,"Nave",3,286,4,"bassa","Maschio",5,1750,"Si"
6546,"Nave",5,298,4,"bassa","Maschio",3,1520,"No"
6547,"Nave",3,287,4,"media","Femmina",8,1850,"Si"
6548,"Nave",2,251,4,"media","Femmina",6,1864,"No"
6549,"Nave",4,231,5,"bassa","Maschio",10,1247,"No"
6550,"Strada",1,249,5,"media","Femmina",1,1654,"Si"
6551,"Strada",5,244,5,"bassa","Maschio",5,1787,"No"
6552,"Strada",3,264,4,"media","Maschio",3,1296,"No"
6553,"Strada",4,254,5,"media","Maschio",7,1545,"No"
6554,"Strada",1,264,6,"bassa","Maschio",7,1007,"No"
6555,"Strada",2,309,4,"bassa","Femmina",6,1335,"No"
6556,"Strada",1,298,4,"bassa","Maschio",4,1551,"No"
6557,"Strada",3,265,5,"media","Femmina",6,1929,"No"
6558,"Strada",2,246,4,"media","Femmina",7,1297,"Si"
6559,"Strada",5,222,5,"bassa","Femmina",4,1311,"No"
6560,"Strada",1,250,4,"bassa","Maschio",9,1890,"Si"
6561,"Strada",5,269,4,"bassa","Femmina",2,1243,"No"
6562,"Strada",2,161,4,"bassa","Femmina",9,1377,"No"
6563,"Strada",3,256,5,"bassa","Femmina",5,1533,"Si"
6564,"Strada",1,303,5,"media","Femmina",4,1009,"No"
6565,"Strada",3,257,5,"media","Femmina",3,1953,"No"
6566,"Strada",2,259,5,"bassa","Femmina",3,1724,"Si"
6567,"Strada",4,249,6,"bassa","Femmina",1,1398,"Si"
6568,"Strada",2,289,4,"alta","Femmina",3,1116,"No"
6569,"Strada",2,308,5,"media","Femmina",6,1118,"No"
6570,"Strada",3,297,4,"media","Femmina",2,1520,"Si"
6571,"Strada",2,255,5,"bassa","Maschio",1,1353,"Si"
6572,"Aereo",4,266,4,"bassa","Maschio",9,1253,"Si"
6573,"Aereo",5,302,4,"bassa","Maschio",3,1597,"Si"
6574,"Aereo",4,223,5,"media","Maschio",4,1344,"No"
6575,"Aereo",1,261,4,"bassa","Femmina",6,1703,"Si"
6576,"Aereo",1,273,5,"bassa","Femmina",7,1922,"No"
6577,"Aereo",5,260,4,"bassa","Femmina",2,1221,"No"
6578,"Aereo",1,266,5,"bassa","Femmina",9,1852,"No"
6579,"Aereo",1,164,5,"bassa","Femmina",8,1886,"No"
6580,"Aereo",5,240,6,"media","Femmina",9,1117,"No"
6581,"Aereo",5,305,4,"media","Maschio",10,1418,"Si"
6582,"Aereo",3,248,5,"bassa","Femmina",7,1475,"Si"
6583,"Aereo",2,279,4,"media","Femmina",1,1480,"No"
6584,"Aereo",2,244,6,"bassa","Femmina",7,1315,"No"
6585,"Aereo",1,267,5,"bassa","Femmina",4,1097,"No"
6586,"Aereo",2,275,4,"media","Femmina",6,1513,"No"
6587,"Aereo",4,299,4,"media","Maschio",9,1036,"Si"
6588,"Aereo",1,254,4,"media","Femmina",3,1488,"Si"
6589,"Aereo",1,273,4,"media","Femmina",6,1524,"No"
6590,"Aereo",3,218,5,"bassa","Femmina",6,1278,"Si"
6591,"Aereo",4,267,5,"media","Femmina",10,1837,"Si"
6592,"Aereo",2,259,4,"media","Maschio",6,1066,"Si"
6593,"Aereo",4,272,4,"bassa","Maschio",3,1805,"No"
6594,"Nave",4,281,4,"media","Maschio",8,1220,"No"
6595,"Nave",2,267,4,"media","Femmina",1,1935,"No"
6596,"Nave",4,260,4,"media","Femmina",10,1927,"No"
6597,"Nave",2,261,4,"media","Maschio",9,1918,"Si"
6598,"Nave",1,219,2,"media","Femmina",2,1752,"No"
6599,"Nave",3,264,5,"media","Maschio",3,1639,"No"
6600,"Nave",3,310,5,"bassa","Femmina",5,1563,"No"
6601,"Nave",4,297,5,"alta","Maschio",6,1631,"No"
6602,"Nave",3,274,5,"bassa","Maschio",5,1512,"No"
6603,"Nave",5,246,5,"media","Maschio",6,1053,"No"
6604,"Nave",3,221,6,"media","Femmina",3,1960,"Si"
6605,"Nave",3,295,4,"bassa","Femmina",10,1495,"No"
6606,"Nave",4,259,4,"bassa","Maschio",6,1697,"No"
6607,"Nave",4,138,3,"media","Femmina",7,1597,"Si"
6608,"Nave",5,250,2,"bassa","Femmina",9,1205,"No"
6609,"Nave",1,236,6,"media","Femmina",4,1705,"No"
6610,"Nave",1,267,5,"media","Maschio",10,1505,"No"
6611,"Nave",4,283,4,"media","Maschio",1,1384,"Si"
6612,"Nave",1,244,4,"bassa","Maschio",8,1817,"Si"
6613,"Nave",2,260,5,"bassa","Maschio",9,1809,"Si"
6614,"Nave",1,276,5,"media","Maschio",5,1358,"Si"
6615,"Nave",3,307,4,"bassa","Maschio",4,1653,"No"
