"","gender","total_children","education","member_card","occupation","houseowner","avg_cars_at.home.approx.","avg..yearly_income","num_children_at_home","promotion_name","media_type","spesa_totale"
"5584","F",2,"Partial High School","Bronze","Manual","Y",1,"$30K - $50K",2,"Double Down Sale","TV",1281.7086952932
"5585","M",4,"Partial High School","Normal","Skilled Manual","N",1,"$10K - $30K",0,"Unbeatable Price Savers","Bulk Mail",868.511221138423
"5586","F",1,"High School Degree","Bronze","Professional","Y",2,"$110K - $130K",0,"Pick Your Savings","In-Store Coupon",1728.80668413432
"5587","F",1,"High School Degree","Bronze","Professional","Y",2,"$110K - $130K",0,"Pick Your Savings","In-Store Coupon",2261.89276387641
"5588","F",5,"High School Degree","Normal","Manual","N",1,"$10K - $30K",0,"Unbeatable Price Savers","Bulk Mail",805.164936357989
"5589","F",1,"High School Degree","Silver","Professional","Y",1,"$110K - $130K",1,"Unbeatable Price Savers","Bulk Mail",876.00694552406
"5590","M",1,"High School Degree","Normal","Manual","Y",2,"$30K - $50K",0,"Big Time Savings","In-Store Coupon",2396.94356721639
"5591","M",4,"Partial High School","Golden","Skilled Manual","Y",4,"$30K - $50K",4,"Big Time Savings","In-Store Coupon",2051.66820785979
"5592","F",1,"High School Degree","Bronze","Professional","Y",2,"$130K - $150K",0,"Super Savers","In-Store Coupon",1723.11872313685
"5593","F",1,"High School Degree","Bronze","Professional","Y",2,"$130K - $150K",0,"Super Savers","In-Store Coupon",2380.27929318748
"5594","F",3,"Bachelors Degree","Bronze","Professional","Y",2,"$50K - $70K",0,"Unbeatable Price Savers","Bulk Mail",920.687303279851
"5595","M",5,"Partial High School","Normal","Manual","N",1,"$10K - $30K",5,"Big Time Savings","In-Store Coupon",3060.4058350906
"5596","F",4,"High School Degree","Golden","Professional","Y",3,"$150K +",3,"Sales Days","Bulk Mail",761.578895977394
"5597","F",0,"Bachelors Degree","Bronze","Professional","Y",1,"$50K - $70K",0,"Sales Days","Bulk Mail",900.179575122768
"5598","F",5,"High School Degree","Golden","Skilled Manual","Y",4,"$30K - $50K",0,"Big Time Discounts","In-Store Coupon",2333.2713404058
"5599","F",4,"Partial High School","Normal","Manual","N",1,"$10K - $30K",0,"One Day Sale","In-Store Coupon",2454.46289462784
"5600","F",4,"High School Degree","Bronze","Manual","N",4,"$30K - $50K",0,"Sales Days","Bulk Mail",738.693661812289
"5601","F",0,"High School Degree","Bronze","Manual","Y",3,"$30K - $50K",0,"Sales Days","Bulk Mail",885.967571837744
"5602","F",5,"Partial High School","Golden","Manual","Y",1,"$10K - $30K",0,"Sales Days","Bulk Mail",928.63648100101
"5603","M",2,"Partial College","Bronze","Management","N",2,"$30K - $50K",0,"Big Time Discounts","In-Store Coupon",2041.61049756467
"5604","F",4,"Partial High School","Normal","Skilled Manual","Y",0,"$10K - $30K",1,"One Day Sale","In-Store Coupon",2178.32208486858
"5605","M",3,"Partial High School","Bronze","Professional","Y",3,"$90K - $110K",0,"One Day Sale","In-Store Coupon",3013.32251092479
"5606","M",1,"Partial High School","Normal","Skilled Manual","N",1,"$10K - $30K",0,"Sales Days","Bulk Mail",987.76252199924
"5607","F",5,"High School Degree","Silver","Professional","Y",3,"$130K - $150K",5,"Sales Days","Bulk Mail",881.099561776684
"5608","F",5,"Partial High School","Bronze","Skilled Manual","Y",3,"$50K - $70K",1,"One Day Sale","In-Store Coupon",3037.71067050451
"5609","M",1,"Bachelors Degree","Bronze","Professional","Y",4,"$130K - $150K",0,"One Day Sale","In-Store Coupon",3511.0936285366
"5610","M",5,"Partial College","Normal","Professional","Y",4,"$30K - $50K",5,"One Day Sale","In-Store Coupon",2506.39036218773
"5611","M",5,"Partial High School","Bronze","Management","Y",3,"$70K - $90K",2,"Sales Days","Bulk Mail",961.550362619465
"5612","F",4,"High School Degree","Normal","Manual","N",0,"$10K - $30K",2,"Big Time Discounts","In-Store Coupon",2625.03503057052
"5613","F",5,"Partial High School","Bronze","Skilled Manual","Y",2,"$50K - $70K",5,"You Save Days","Bulk Mail",988.082074858549
"5614","M",2,"Bachelors Degree","Bronze","Management","N",4,"$50K - $70K",1,"You Save Days","Bulk Mail",832.146910577244
"5615","M",2,"Bachelors Degree","Bronze","Management","N",4,"$50K - $70K",1,"You Save Days","Bulk Mail",977.566005427409
"5616","F",2,"Partial High School","Silver","Skilled Manual","Y",0,"$10K - $30K",0,"Sale Winners","In-Store Coupon",2916.82674639051
"5617","F",2,"Partial High School","Normal","Manual","Y",1,"$10K - $30K",1,"Dollar Cutters","Bulk Mail",924.853602700139
"5618","F",3,"Bachelors Degree","Silver","Professional","Y",2,"$50K - $70K",3,"Sales Galore","Bulk Mail",713.501917131689
"5619","M",5,"Partial College","Golden","Professional","Y",3,"$30K - $50K",5,"Shelf Emptiers","Bulk Mail",971.207319961203
"5620","M",5,"Partial High School","Golden","Manual","Y",2,"$50K - $70K",3,"You Save Days","Bulk Mail",686.855449572884
"5621","M",2,"High School Degree","Bronze","Skilled Manual","Y",2,"$30K - $50K",0,"Sales Galore","Bulk Mail",923.737610474255
"5622","F",1,"Bachelors Degree","Bronze","Management","Y",4,"$50K - $70K",0,"Price Savers","In-Store Coupon",2775.69486902532
"5623","M",1,"Partial High School","Normal","Skilled Manual","N",1,"$10K - $30K",0,"Big Time Discounts","In-Store Coupon",2419.83841565191
"5624","F",4,"Bachelors Degree","Bronze","Professional","Y",2,"$50K - $70K",1,"High Roller Savings","TV",1237.65806266888
"5625","M",3,"High School Degree","Bronze","Skilled Manual","Y",3,"$30K - $50K",0,"Big Time Discounts","In-Store Coupon",2657.91101814303
"5626","F",3,"High School Degree","Bronze","Skilled Manual","Y",3,"$30K - $50K",0,"Price Savers","In-Store Coupon",2296.15339220864
"5627","F",2,"Bachelors Degree","Bronze","Professional","Y",4,"$90K - $110K",2,"You Save Days","TV",1070.84564040596
"5628","F",4,"Bachelors Degree","Bronze","Professional","Y",2,"$50K - $70K",0,"You Save Days","TV",1813.3332736842
"5629","F",2,"Partial High School","Bronze","Manual","N",4,"$30K - $50K",0,"You Save Days","TV",1071.90638325968
"5630","M",5,"High School Degree","Golden","Skilled Manual","Y",3,"$30K - $50K",5,"Price Savers","TV",947.229825044706
"5631","M",4,"Partial High School","Normal","Manual","Y",1,"$10K - $30K",1,"Price Savers","TV",1268.1632716992
"5632","M",4,"Partial College","Bronze","Skilled Manual","N",2,"$30K - $50K",1,"Three for One","In-Store Coupon",2637.14523650722
"5633","F",4,"High School Degree","Golden","Manual","Y",3,"$30K - $50K",3,"Price Savers","TV",1408.23064650791
"5634","M",2,"High School Degree","Bronze","Professional","Y",4,"$130K - $150K",0,"Price Savers","TV",978.209513420755
"5635","M",3,"Bachelors Degree","Bronze","Management","Y",2,"$50K - $70K",0,"Price Savers","TV",1301.45715046349
"5636","F",4,"Bachelors Degree","Bronze","Professional","N",2,"$50K - $70K",2,"Three for One","In-Store Coupon",1910.39590025265
"5637","M",0,"High School Degree","Bronze","Manual","Y",2,"$30K - $50K",0,"Three for One","In-Store Coupon",3956.51861603846
"5638","F",4,"Partial High School","Golden","Management","Y",3,"$130K - $150K",3,"Money Savers","TV",1121.39353254968
"5639","M",1,"Bachelors Degree","Bronze","Professional","N",2,"$50K - $70K",0,"Sale Winners","In-Store Coupon",2958.38218971935
"5640","F",2,"Graduate Degree","Bronze","Professional","Y",2,"$70K - $90K",0,"Money Savers","TV",1008.12791866203
"5641","F",2,"High School Degree","Normal","Skilled Manual","Y",1,"$10K - $30K",2,"Money Savers","TV",957.99340945016
"5642","F",2,"Bachelors Degree","Bronze","Professional","Y",4,"$50K - $70K",0,"Money Savers","TV",772.087758073955
"5643","M",0,"Partial High School","Silver","Professional","Y",2,"$150K +",0,"Sale Winners","In-Store Coupon",1704.89150343127
"5644","M",0,"Partial High School","Silver","Professional","Y",2,"$150K +",0,"One Day Sale","TV",1440.70972062274
"5645","M",1,"Graduate Degree","Silver","Professional","Y",3,"$110K - $130K",1,"Sale Winners","In-Store Coupon",2968.67626087692
"5646","M",0,"High School Degree","Bronze","Skilled Manual","Y",3,"$50K - $70K",0,"Money Savers","TV",1556.83080316237
"5647","M",5,"Bachelors Degree","Silver","Management","Y",4,"$150K +",0,"Money Savers","TV",1300.34426687939
"5648","F",4,"Bachelors Degree","Golden","Professional","Y",3,"$70K - $90K",3,"Money Savers","TV",1308.33118663309
"5649","F",5,"Bachelors Degree","Bronze","Professional","N",4,"$50K - $70K",0,"One Day Sale","TV",1838.58060580167
"5650","M",3,"Bachelors Degree","Golden","Professional","N",3,"$130K - $150K",0,"Sale Winners","In-Store Coupon",3340.96224868862
"5651","F",1,"Partial High School","Normal","Manual","N",0,"$10K - $30K",0,"Sale Winners","In-Store Coupon",2938.10813130873
"5652","F",5,"Bachelors Degree","Bronze","Professional","Y",3,"$50K - $70K",3,"Sale Winners","In-Store Coupon",2958.5506473078
"5653","M",1,"Partial College","Bronze","Management","N",3,"$70K - $90K",0,"One Day Sale","TV",1501.08331807105
"5654","M",3,"Partial High School","Normal","Manual","Y",1,"$10K - $30K",0,"Sale Winners","In-Store Coupon",1860.37405234352
"5655","F",1,"Partial College","Bronze","Management","Y",2,"$30K - $50K",0,"Money Savers","TV",1324.13549123308
"5656","F",3,"High School Degree","Bronze","Skilled Manual","Y",3,"$30K - $50K",2,"Go For It","Bulk Mail",1020.98519389228
"5657","M",2,"High School Degree","Golden","Skilled Manual","N",2,"$30K - $50K",0,"Go For It","Bulk Mail",718.729880995959
"5658","M",2,"High School Degree","Golden","Skilled Manual","N",2,"$30K - $50K",0,"Go For It","Bulk Mail",953.57984254358
"5659","F",4,"Bachelors Degree","Golden","Management","N",3,"$70K - $90K",4,"Go For It","Bulk Mail",1043.15490822862
"5660","F",2,"High School Degree","Bronze","Manual","Y",3,"$50K - $70K",1,"Coupon Spectacular","In-Store Coupon",2540.47340276644
"5661","M",3,"Partial College","Bronze","Professional","Y",2,"$30K - $50K",2,"Coupon Spectacular","In-Store Coupon",831.789105104168
"5662","M",2,"High School Degree","Bronze","Manual","N",3,"$30K - $50K",0,"Coupon Spectacular","In-Store Coupon",2014.94310183983
"5663","M",3,"High School Degree","Bronze","Manual","Y",1,"$30K - $50K",1,"Coupon Spectacular","In-Store Coupon",1260.09390420237
"5664","F",1,"High School Degree","Bronze","Skilled Manual","Y",3,"$50K - $70K",1,"Coupon Spectacular","In-Store Coupon",2067.23056322738
"5665","F",4,"High School Degree","Bronze","Professional","Y",1,"$110K - $130K",0,"Save-It Sale","In-Store Coupon",2540.57338545071
"5666","F",2,"Partial High School","Golden","Professional","Y",2,"$150K +",1,"Green Light Special","In-Store Coupon",2407.38750762014
"5667","M",5,"Partial College","Bronze","Manual","N",3,"$30K - $50K",0,"Coupon Spectacular","TV",1160.5073657786
"5668","F",1,"Bachelors Degree","Bronze","Management","N",3,"$50K - $70K",0,"Green Light Special","In-Store Coupon",3195.4915986147
"5669","M",2,"High School Degree","Bronze","Management","Y",2,"$110K - $130K",0,"Green Light Special","In-Store Coupon",2303.16107627554
"5670","M",2,"Bachelors Degree","Bronze","Professional","Y",1,"$50K - $70K",2,"Coupon Spectacular","TV",1094.75090459305
"5671","F",5,"Bachelors Degree","Bronze","Professional","N",2,"$50K - $70K",0,"Coupon Spectacular","TV",1696.24861965521
"5672","M",1,"High School Degree","Bronze","Manual","Y",3,"$30K - $50K",0,"Shelf Clearing Days","In-Store Coupon",2609.02444192619
"5673","F",4,"Partial High School","Normal","Skilled Manual","Y",1,"$10K - $30K",0,"Coupon Spectacular","TV",781.94958804604
"5674","F",1,"Bachelors Degree","Bronze","Management","N",1,"$50K - $70K",0,"Dollar Cutters","TV",1305.85039373571
"5675","F",4,"Partial High School","Normal","Skilled Manual","N",1,"$10K - $30K",0,"Weekend Markdown","TV",767.328944166324
"5676","F",1,"Bachelors Degree","Golden","Professional","N",3,"$110K - $130K",0,"Weekend Markdown","TV",1202.6886006482
"5677","M",4,"High School Degree","Silver","Skilled Manual","Y",4,"$50K - $70K",0,"Weekend Markdown","TV",2121.67683610853
"5678","M",5,"High School Degree","Silver","Manual","Y",3,"$30K - $50K",5,"Shelf Clearing Days","TV",842.737912640923
"5679","M",5,"High School Degree","Bronze","Management","Y",4,"$70K - $90K",5,"Dollar Cutters","Bulk Mail",783.384764788445
"5680","F",4,"High School Degree","Bronze","Skilled Manual","N",1,"$30K - $50K",0,"Save-It Sale","In-Store Coupon",1954.70880173654
"5681","F",5,"Partial High School","Normal","Skilled Manual","Y",1,"$10K - $30K",5,"Save-It Sale","In-Store Coupon",1741.82034794583
"5682","M",0,"Bachelors Degree","Bronze","Professional","Y",2,"$70K - $90K",0,"Dollar Cutters","Bulk Mail",882.860657071241
"5683","M",2,"Partial College","Silver","Professional","Y",2,"$110K - $130K",2,"Dimes Off","In-Store Coupon",1681.77842874832
"5684","M",2,"High School Degree","Bronze","Professional","Y",1,"$70K - $90K",0,"Dimes Off","Bulk Mail",995.495323212303
"5685","F",0,"Bachelors Degree","Bronze","Professional","Y",3,"$70K - $90K",0,"You Save Days","In-Store Coupon",2479.26573473606
"5686","F",2,"Partial High School","Bronze","Skilled Manual","N",1,"$30K - $50K",0,"Price Smashers","TV",1105.1427911004
"5687","F",1,"Bachelors Degree","Bronze","Professional","Y",4,"$90K - $110K",0,"Savings Galore","Bulk Mail",741.886016015815
"5688","M",1,"High School Degree","Bronze","Skilled Manual","Y",3,"$30K - $50K",0,"Shelf Clearing Days","In-Store Coupon",2010.43692068487
"5689","M",1,"Bachelors Degree","Silver","Professional","Y",3,"$70K - $90K",1,"Savings Galore","In-Store Coupon",1777.71239003509
"5690","F",3,"Graduate Degree","Bronze","Professional","N",2,"$70K - $90K",0,"Save-It Sale","Bulk Mail",925.393049571077
"5691","F",2,"Partial College","Bronze","Skilled Manual","Y",1,"$30K - $50K",0,"Save-It Sale","Bulk Mail",1147.35696123016
"5692","F",2,"High School Degree","Bronze","Manual","Y",1,"$30K - $50K",0,"Cash Register Lottery","In-Store Coupon",2952.06556492853
"5693","M",4,"Partial High School","Bronze","Professional","Y",1,"$110K - $130K",0,"Cash Register Lottery","In-Store Coupon",1390.42897915809
"5694","F",3,"Bachelors Degree","Bronze","Professional","N",2,"$70K - $90K",0,"Double Down Sale","TV",1703.38631846749
"5695","F",4,"Partial High School","Normal","Skilled Manual","Y",1,"$10K - $30K",0,"Weekend Markdown","In-Store Coupon",1794.85389377155
"5696","M",3,"Partial High School","Bronze","Manual","Y",2,"$30K - $50K",0,"Price Winners","In-Store Coupon",3116.24158327831
"5697","M",3,"Partial High School","Bronze","Manual","Y",2,"$30K - $50K",0,"Price Winners","In-Store Coupon",2374.88898684699
"5698","F",2,"High School Degree","Bronze","Professional","Y",3,"$70K - $90K",2,"Free For All","In-Store Coupon",2278.62785351108
"5699","M",2,"Partial High School","Normal","Skilled Manual","Y",0,"$10K - $30K",2,"Weekend Markdown","In-Store Coupon",2057.02828459669
"5700","F",3,"High School Degree","Bronze","Manual","N",2,"$30K - $50K",0,"Double Down Sale","TV",1668.15928536331
"5701","F",5,"Partial High School","Normal","Manual","N",0,"$10K - $30K",5,"Double Down Sale","TV",1544.82762897686
"5702","F",5,"Partial High School","Normal","Manual","N",0,"$10K - $30K",5,"Double Down Sale","TV",1397.54449757727
"5703","F",2,"Partial College","Bronze","Management","Y",3,"$70K - $90K",1,"Double Down Sale","TV",898.272842465896
"5704","M",1,"Bachelors Degree","Bronze","Management","N",3,"$70K - $90K",0,"Weekend Markdown","In-Store Coupon",2965.15705491975
"5705","F",2,"Partial High School","Bronze","Professional","N",3,"$90K - $110K",0,"Double Down Sale","TV",954.234298408935
"5706","F",2,"Bachelors Degree","Bronze","Professional","Y",2,"$110K - $130K",2,"Double Down Sale","TV",956.451106320745
"5707","M",3,"High School Degree","Golden","Skilled Manual","Y",3,"$30K - $50K",0,"Price Winners","In-Store Coupon",2479.60523192469
"5708","F",4,"High School Degree","Normal","Management","Y",1,"$130K - $150K",0,"Price Winners","In-Store Coupon",2344.46343158924
"5709","F",3,"High School Degree","Normal","Professional","Y",2,"$130K - $150K",2,"Double Down Sale","TV",1358.64668404385
"5710","M",0,"Graduate Degree","Bronze","Professional","Y",3,"$70K - $90K",0,"Double Down Sale","TV",1030.2902710155
"5711","F",2,"High School Degree","Bronze","Skilled Manual","Y",4,"$30K - $50K",0,"Double Down Sale","TV",1194.50049559866
"5712","M",0,"High School Degree","Bronze","Professional","Y",3,"$110K - $130K",0,"Double Down Sale","TV",1212.17377849274
"5713","M",2,"Partial College","Bronze","Manual","N",2,"$30K - $50K",0,"Unbeatable Price Savers","Bulk Mail",789.254653753452
"5714","M",2,"High School Degree","Golden","Professional","N",3,"$150K +",2,"Big Time Savings","In-Store Coupon",2096.61510586942
"5715","F",2,"Partial High School","Bronze","Manual","N",1,"$10K - $30K",0,"Big Time Savings","In-Store Coupon",1652.40542457127
"5716","F",1,"Partial College","Bronze","Professional","Y",1,"$30K - $50K",1,"Unbeatable Price Savers","Bulk Mail",852.441858626827
"5717","M",5,"High School Degree","Golden","Skilled Manual","Y",3,"$30K - $50K",4,"Unbeatable Price Savers","Bulk Mail",760.988436773283
"5718","F",1,"High School Degree","Golden","Skilled Manual","Y",2,"$30K - $50K",0,"Pick Your Savings","In-Store Coupon",2429.00378872335
"5719","M",2,"High School Degree","Bronze","Professional","Y",2,"$130K - $150K",0,"Unbeatable Price Savers","Bulk Mail",750.492030351204
"5720","F",1,"High School Degree","Bronze","Manual","Y",1,"$30K - $50K",0,"Sales Galore","Bulk Mail",1028.75682643369
"5721","M",2,"Bachelors Degree","Bronze","Professional","Y",2,"$130K - $150K",0,"Pick Your Savings","In-Store Coupon",2891.80040636476
"5722","M",0,"Bachelors Degree","Bronze","Professional","Y",2,"$50K - $70K",0,"Unbeatable Price Savers","Bulk Mail",1035.1392447769
"5723","M",0,"Bachelors Degree","Bronze","Professional","Y",2,"$50K - $70K",0,"Unbeatable Price Savers","Bulk Mail",861.864112903027
"5724","M",4,"High School Degree","Bronze","Professional","Y",3,"$130K - $150K",0,"Big Time Savings","In-Store Coupon",3066.64338759362
"5725","F",5,"Partial High School","Normal","Manual","N",1,"$10K - $30K",0,"Unbeatable Price Savers","Bulk Mail",835.479646780869
"5726","M",0,"Bachelors Degree","Bronze","Management","N",2,"$30K - $50K",0,"Big Time Savings","In-Store Coupon",1574.66064098017
"5727","F",2,"High School Degree","Silver","Manual","Y",4,"$30K - $50K",2,"Big Time Savings","In-Store Coupon",1799.65964324538
"5728","M",2,"Partial High School","Normal","Skilled Manual","Y",1,"$10K - $30K",2,"Big Time Savings","In-Store Coupon",2125.34724461777
"5729","F",5,"Partial College","Bronze","Professional","N",3,"$30K - $50K",0,"Sales Galore","Bulk Mail",1016.29442014577
"5730","F",3,"Partial College","Silver","Professional","Y",1,"$30K - $50K",0,"Big Time Savings","In-Store Coupon",2458.15120480592
"5731","M",0,"Partial High School","Normal","Skilled Manual","N",1,"$10K - $30K",0,"Sales Galore","Bulk Mail",904.172554668298
"5732","M",3,"High School Degree","Golden","Manual","Y",2,"$30K - $50K",3,"Sales Days","Bulk Mail",910.574916080589
"5733","F",3,"Bachelors Degree","Bronze","Management","N",4,"$50K - $70K",2,"Tip Top Savings","Bulk Mail",1075.97096720013
"5734","F",2,"Partial High School","Normal","Skilled Manual","N",1,"$10K - $30K",0,"Big Time Discounts","In-Store Coupon",2857.18818972049
"5735","F",4,"Partial High School","Normal","Skilled Manual","Y",1,"$10K - $30K",4,"Tip Top Savings","Bulk Mail",775.275438672077
"5736","M",3,"Partial High School","Bronze","Skilled Manual","Y",1,"$10K - $30K",3,"Sales Days","Bulk Mail",878.440263780348
"5737","F",4,"High School Degree","Golden","Skilled Manual","N",2,"$30K - $50K",3,"One Day Sale","In-Store Coupon",2362.61083567596
"5738","M",2,"High School Degree","Silver","Manual","N",2,"$30K - $50K",0,"Sales Days","Bulk Mail",690.490895727698
"5739","M",3,"Partial High School","Bronze","Manual","N",2,"$30K - $50K",1,"Sales Days","Bulk Mail",943.043349525602
"5740","M",1,"Bachelors Degree","Bronze","Professional","N",2,"$50K - $70K",0,"Big Time Discounts","In-Store Coupon",2470.30558904252
"5741","F",4,"Partial High School","Normal","Skilled Manual","Y",0,"$10K - $30K",1,"Sales Days","Bulk Mail",663.224886214631
"5742","M",2,"Bachelors Degree","Bronze","Professional","Y",4,"$50K - $70K",1,"Sales Days","Bulk Mail",750.181318412005
"5743","M",5,"Partial College","Normal","Professional","Y",4,"$30K - $50K",5,"Big Time Discounts","In-Store Coupon",1900.78077646787
"5744","M",2,"Partial High School","Bronze","Manual","N",3,"$30K - $50K",0,"Sales Days","Bulk Mail",795.2089205024
"5745","M",5,"Partial High School","Bronze","Management","Y",3,"$70K - $90K",2,"Sales Days","Bulk Mail",902.68959044876
"5746","M",3,"Partial High School","Normal","Manual","Y",0,"$10K - $30K",1,"Sales Days","Bulk Mail",769.680003637796
"5747","M",3,"High School Degree","Bronze","Skilled Manual","Y",3,"$30K - $50K",0,"Dollar Cutters","Bulk Mail",830.844279958924
"5748","F",1,"Graduate Degree","Bronze","Professional","Y",3,"$110K - $130K",1,"You Save Days","Bulk Mail",867.618864196191
"5749","M",1,"High School Degree","Bronze","Manual","N",2,"$30K - $50K",0,"Price Destroyers","TV",1643.62882243374
"5750","F",3,"High School Degree","Bronze","Management","Y",2,"$130K - $150K",0,"Sale Winners","In-Store Coupon",1487.72083686566
"5751","F",2,"Partial High School","Normal","Manual","Y",0,"$10K - $30K",2,"You Save Days","Bulk Mail",1001.86286081005
"5752","F",3,"Bachelors Degree","Golden","Professional","N",3,"$50K - $70K",3,"Dollar Cutters","Bulk Mail",1010.51632146118
"5753","F",1,"Partial High School","Normal","Skilled Manual","N",1,"$10K - $30K",0,"You Save Days","Bulk Mail",864.28272383852
"5754","F",4,"High School Degree","Golden","Manual","Y",3,"$30K - $50K",4,"Sale Winners","In-Store Coupon",1952.30044076782
"5755","F",3,"High School Degree","Bronze","Skilled Manual","Y",3,"$30K - $50K",0,"You Save Days","Bulk Mail",1138.83362444651
"5756","M",4,"High School Degree","Bronze","Manual","N",3,"$30K - $50K",3,"Sales Galore","Bulk Mail",850.745727102515
"5757","F",3,"Partial High School","Normal","Manual","Y",0,"$10K - $30K",1,"Sales Galore","TV",1299.95771321411
"5758","M",2,"Bachelors Degree","Normal","Management","Y",2,"$10K - $30K",2,"You Save Days","Bulk Mail",844.542208407876
"5759","M",4,"Partial High School","Normal","Skilled Manual","Y",1,"$10K - $30K",0,"You Save Days","Bulk Mail",791.558977964207
"5760","M",3,"Partial High School","Normal","Manual","Y",2,"$10K - $30K",0,"Sales Galore","Bulk Mail",741.312324515551
"5761","M",3,"Bachelors Degree","Bronze","Professional","Y",2,"$30K - $50K",3,"You Save Days","Bulk Mail",726.953790812178
"5762","F",5,"Bachelors Degree","Normal","Management","Y",0,"$10K - $30K",5,"You Save Days","Bulk Mail",678.916182685102
"5763","M",2,"Bachelors Degree","Bronze","Professional","Y",3,"$50K - $70K",0,"You Save Days","Bulk Mail",931.627315827849
"5764","F",1,"Partial High School","Bronze","Manual","N",4,"$50K - $70K",1,"Sales Galore","Bulk Mail",764.857042632224
"5765","M",4,"High School Degree","Silver","Manual","Y",3,"$30K - $50K",4,"Big Time Discounts","In-Store Coupon",2477.12971321847
"5766","M",1,"Partial High School","Bronze","Skilled Manual","N",2,"$30K - $50K",0,"You Save Days","TV",1277.62540547086
"5767","M",2,"Bachelors Degree","Bronze","Management","Y",3,"$70K - $90K",0,"You Save Days","TV",1487.0360272972
"5768","F",3,"Bachelors Degree","Bronze","Management","N",4,"$30K - $50K",0,"Big Time Discounts","In-Store Coupon",2264.81458422166
"5769","M",3,"Bachelors Degree","Bronze","Professional","N",2,"$50K - $70K",0,"High Roller Savings","TV",1030.18508599593
"5770","M",3,"Bachelors Degree","Bronze","Professional","N",4,"$70K - $90K",0,"Big Time Discounts","In-Store Coupon",1952.37541254734
"5771","F",2,"Bachelors Degree","Bronze","Professional","Y",4,"$90K - $110K",2,"You Save Days","TV",815.603070495198
"5772","F",2,"Bachelors Degree","Golden","Professional","N",4,"$70K - $90K",0,"You Save Days","TV",1154.63777351596
"5773","F",2,"Partial High School","Bronze","Management","N",3,"$70K - $90K",0,"Price Savers","In-Store Coupon",3177.36258875973
"5774","M",2,"Partial High School","Normal","Skilled Manual","Y",1,"$10K - $30K",0,"You Save Days","TV",519.940730819318
"5775","M",1,"High School Degree","Silver","Management","N",3,"$90K - $110K",0,"Save-It Sale","In-Store Coupon",2260.68296994963
"5776","M",3,"Partial College","Bronze","Clerical","N",3,"$30K - $50K",0,"Sale Winners","Bulk Mail",836.077904187311
"5777","F",3,"Partial College","Bronze","Clerical","Y",3,"$30K - $50K",1,"Three for One","In-Store Coupon",1936.6630630583
"5778","M",4,"High School Degree","Bronze","Manual","N",3,"$30K - $50K",0,"Price Savers","TV",1290.61713633289
"5779","F",1,"Partial High School","Normal","Skilled Manual","Y",1,"$10K - $30K",0,"Wallet Savers","TV",1477.62396348775
"5780","M",2,"Partial High School","Normal","Manual","N",0,"$10K - $30K",2,"Three for One","In-Store Coupon",2194.56015898706
"5781","M",2,"Partial High School","Normal","Manual","N",0,"$10K - $30K",2,"Super Savers","TV",663.328922572738
"5782","F",4,"Bachelors Degree","Bronze","Professional","N",3,"$50K - $70K",3,"Three for One","In-Store Coupon",1816.69052794516
"5783","F",2,"Partial High School","Normal","Manual","N",2,"$10K - $30K",0,"Price Savers","TV",2072.1273829719
"5784","F",3,"Bachelors Degree","Normal","Professional","Y",1,"$10K - $30K",3,"Shelf Clearing Days","Bulk Mail",744.554005756431
"5785","M",4,"Bachelors Degree","Golden","Professional","N",3,"$130K - $150K",3,"Sale Winners","In-Store Coupon",3286.23943191826
"5786","F",2,"Bachelors Degree","Bronze","Management","N",1,"$50K - $70K",0,"Money Savers","TV",932.695318796655
"5787","M",2,"Bachelors Degree","Silver","Professional","N",3,"$50K - $70K",1,"Dimes Off","In-Store Coupon",2522.40777967096
"5788","M",5,"Partial High School","Golden","Professional","Y",2,"$90K - $110K",5,"Sale Winners","In-Store Coupon",2584.88761202789
"5789","F",3,"High School Degree","Bronze","Skilled Manual","N",1,"$30K - $50K",0,"Dimes Off","In-Store Coupon",2244.13020958559
"5790","F",1,"Bachelors Degree","Bronze","Professional","N",3,"$50K - $70K",0,"Money Savers","TV",1177.33670757065
"5791","M",2,"Partial High School","Bronze","Manual","N",2,"$30K - $50K",0,"Dimes Off","In-Store Coupon",2918.96438818413
"5792","M",4,"Partial High School","Normal","Manual","N",2,"$10K - $30K",0,"Dimes Off","In-Store Coupon",2710.01277475589
"5793","F",5,"Bachelors Degree","Bronze","Professional","N",4,"$50K - $70K",0,"One Day Sale","TV",1179.10302531117
"5794","F",1,"High School Degree","Bronze","Manual","Y",4,"$30K - $50K",0,"Dimes Off","In-Store Coupon",2125.63246290631
"5795","M",1,"Bachelors Degree","Bronze","Professional","N",2,"$70K - $90K",0,"Money Savers","TV",1485.32388438148
"5796","M",1,"Bachelors Degree","Golden","Management","N",1,"$70K - $90K",0,"Sale Winners","In-Store Coupon",2116.33119098436
"5797","M",1,"Bachelors Degree","Bronze","Professional","N",1,"$110K - $130K",0,"Sale Winners","In-Store Coupon",2963.63661140401
"5798","F",1,"Partial High School","Bronze","Professional","Y",2,"$90K - $110K",0,"One Day Sale","TV",1311.02863497935
"5799","F",3,"High School Degree","Bronze","Manual","Y",3,"$30K - $50K",0,"Money Savers","TV",907.525606786804
"5800","M",2,"High School Degree","Bronze","Skilled Manual","Y",4,"$30K - $50K",2,"Dimes Off","In-Store Coupon",1853.27952244492
