"","Year_Birth","Marital_Status","Income","Kidhome","Teenhome","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","Response"
"887",1986,"Divorced",21846,1,0,7,17,18,6,10,26,0
"888",1958,"Married",81320,0,0,183,33,493,59,103,57,0
"889",1970,"Divorced",54137,0,1,171,0,11,0,1,20,0
"890",1967,"Together",66825,0,0,243,101,405,29,40,40,0
"891",1973,"Together",57100,0,0,181,21,69,39,3,96,0
"892",1969,"Together",58917,1,2,151,7,89,0,7,28,0
"893",1977,"Single",85072,0,0,494,92,391,194,11,241,0
"894",1961,"Single",86429,0,0,464,28,873,29,18,37,1
"895",1971,"Widow",45684,1,0,5,1,5,10,0,7,0
"896",1974,"Together",47889,1,0,29,0,29,0,5,4,0
"897",1986,"Married",45921,0,0,102,9,49,24,3,12,0
"898",1966,"Single",78420,0,0,604,28,674,91,28,28,0
"899",1992,"Together",75114,0,0,571,12,523,63,60,24,0
"900",1963,"Widow",52278,0,1,953,0,71,0,0,174,1
"901",1972,"Married",35641,1,0,63,3,67,8,9,28,1
"902",1994,"Single",95529,0,0,770,29,890,250,27,24,1
"903",1954,"Married",62820,0,0,398,61,265,138,61,53,0
"904",1960,"Together",73113,0,0,741,19,154,50,9,28,0
"905",1982,"Married",84169,0,0,1478,19,403,0,19,0,1
"906",1954,"Single",42607,0,1,156,29,56,30,32,47,0
"907",1954,"Single",74637,0,0,960,64,464,146,0,16,0
"908",1955,"Together",46015,1,1,38,0,2,0,0,6,0
"909",1993,"Single",72354,0,0,315,26,473,220,12,182,0
"910",1969,"Single",39858,1,0,15,20,25,2,7,26,1
"911",1948,"Married",34469,1,1,19,6,20,0,5,12,0
"912",1986,"Together",83033,1,0,812,99,431,237,149,33,0
"913",1979,"Together",24401,0,0,73,28,217,10,24,115,0
"914",1978,"Married",77583,0,0,372,23,384,250,12,108,0
"915",1982,"Single",74116,0,0,871,111,704,145,55,166,0
"916",1993,"Single",74293,0,0,375,152,335,93,91,81,0
"917",1976,"Married",68397,0,1,760,80,466,17,13,80,0
"918",1974,"Together",79632,0,0,471,0,510,99,21,12,0
"919",1989,"Single",46107,1,0,31,9,27,16,9,33,0
"920",1951,"Single",64950,0,1,819,0,72,12,0,63,0
"921",1989,"Married",25443,1,0,1,4,3,8,9,7,0
"922",1952,"Single",75127,0,0,203,35,305,46,17,227,0
"923",1971,"Together",32892,1,0,26,0,15,2,1,2,0
"924",1971,"Together",71796,0,0,354,21,311,167,75,32,0
"925",1970,"Married",67536,0,1,1253,0,447,23,71,35,0
"926",1971,"Single",55239,0,1,371,17,238,23,24,106,0
"927",1975,"Divorced",60554,1,0,588,7,76,110,15,15,0
"928",1952,"Single",64831,1,1,480,86,249,75,86,144,0
"929",1962,"Together",56067,0,1,517,12,54,16,6,120,0
"930",1983,"Divorced",82025,0,0,267,98,606,48,70,98,1
"931",1953,"Together",94384,0,0,1111,24,790,160,45,172,1
"932",1986,"Single",14906,0,0,7,7,14,7,16,15,0
"933",1987,"Married",51563,0,0,1166,0,48,0,0,36,0
"934",1982,"Married",57937,0,1,261,42,144,55,48,133,0
"935",1979,"Divorced",68274,1,1,135,25,51,23,25,46,0
"936",1977,"Together",39771,1,0,6,2,18,2,8,14,0
"937",1975,"Divorced",67893,0,1,711,28,142,49,18,47,0
"938",1979,"Together",27922,1,0,11,0,13,2,4,11,0
"939",1976,"Together",52190,1,1,42,0,17,0,0,18,0
"940",1973,"Divorced",44051,1,1,79,7,58,6,3,18,1
"941",1971,"Single",42767,2,0,20,6,43,19,5,38,0
"942",1976,"Together",46106,1,1,30,0,8,2,0,14,0
"943",1976,"Married",16927,1,1,20,2,23,3,1,4,0
"944",1965,"Married",59754,0,1,115,27,44,4,146,139,1
"945",1952,"Single",53700,0,1,263,5,233,69,41,83,0
"946",1973,"Married",59041,1,1,69,2,15,2,2,6,0
"947",1957,"Divorced",54237,0,1,267,3,30,4,0,57,0
"948",1967,"Divorced",70647,0,1,561,85,171,25,123,114,0
"949",1962,"Single",52597,0,1,492,0,37,7,0,42,0
"950",1969,"Together",41021,1,0,14,7,9,6,16,12,1
"951",1975,"Married",40233,0,1,80,4,46,0,17,2,0
"952",1980,"Married",50183,1,1,97,12,84,13,10,15,0
"953",1959,"Together",54753,0,1,197,107,227,7,59,131,0
"954",1973,"Married",92955,0,0,693,21,925,31,24,84,1
"955",1973,"Married",33471,1,0,43,2,27,0,9,12,0
"956",1974,"Married",34596,1,0,14,0,2,0,0,7,1
"957",1980,"Together",44010,1,0,186,36,234,86,72,48,0
"958",1988,"Married",84219,0,0,434,137,400,45,137,45,0
"959",1968,"Together",40706,2,1,59,0,11,4,2,5,0
"960",1988,"Married",15716,1,0,16,5,30,8,7,26,0
"961",1959,"Divorced",59052,0,1,230,35,75,63,57,31,0
"962",1971,"Together",80573,0,0,829,138,430,60,92,15,0
"963",1962,"Married",83715,0,0,318,8,407,150,35,8,0
"964",1959,"Together",82576,0,0,1206,55,445,168,18,18,0
"965",1965,"Married",56962,2,1,292,3,77,10,3,26,0
"966",1952,"Married",35704,1,1,30,9,12,2,11,30,0
"967",1954,"Together",53103,0,1,729,17,133,11,0,195,0
"968",1960,"Widow",46779,1,1,12,1,3,0,0,7,0
"969",1965,"Divorced",4861,0,0,2,1,1,1,0,1,0
"970",1979,"Divorced",33462,1,0,22,3,18,0,0,11,0
"971",1978,"Divorced",63693,0,1,587,43,337,42,87,54,0
"972",1950,"Married",80763,0,0,674,168,108,192,42,231,1
"973",1974,"Married",65352,0,1,284,3,84,4,7,23,0
"974",1978,"Married",82170,0,0,1023,93,651,49,55,37,0
"975",1969,"Married",75759,0,0,1394,22,708,89,91,182,1
"976",1976,"Single",79689,0,0,311,26,640,180,37,121,0
"977",1956,"Widow",35340,1,1,27,0,12,0,1,5,0
"978",1954,"Divorced",85683,0,0,1296,17,311,45,69,51,1
"979",1972,"Married",24884,1,0,3,6,7,0,0,3,0
"980",1981,"Together",42021,1,0,393,5,136,7,5,27,0
"981",1989,"Single",64449,1,0,218,63,282,137,35,70,0
"982",1954,"Divorced",64587,1,1,66,0,16,0,6,20,0
"983",1995,"Single",34824,0,0,4,2,11,2,0,4,0
"984",1978,"Together",75437,0,0,795,0,545,95,58,0,0
"985",1957,"Together",26091,1,1,15,10,19,8,17,20,0
"986",1973,"Married",52845,1,0,384,25,292,130,41,64,0
"987",1956,"Divorced",46086,0,1,244,8,32,7,2,50,0
"988",1956,"Widow",78028,0,1,158,19,288,25,0,38,1
"989",1987,"Single",95169,0,0,1285,21,449,106,20,20,1
"990",1981,"Married",56337,1,1,349,16,144,28,5,182,1
"991",1987,"Together",22434,1,0,4,12,11,3,13,15,0
"992",1954,"Married",36930,0,1,223,2,31,0,2,39,0
"993",1954,"Single",36130,0,1,157,43,127,68,56,37,1
"994",1953,"Married",65569,0,1,397,46,288,20,38,70,0
"995",1952,"Together",83844,0,0,901,31,345,75,31,191,0
"996",1968,"Married",19514,1,1,14,3,21,2,1,28,0
"997",1963,"Single",36736,1,1,10,0,3,0,0,4,0
"998",1979,"Together",77568,0,1,1230,0,396,232,178,158,0
"999",1976,"Together",49187,0,1,81,1,31,2,1,0,0
"1000",1978,"Single",30168,1,0,154,20,66,0,12,27,0
"1001",1968,"Together",34053,0,1,63,0,21,7,0,12,0
"1002",1971,"Married",38196,1,1,30,0,11,0,0,3,0
"1003",1951,"Married",59412,0,0,90,67,165,30,43,11,0
"1004",1965,"Married",70924,0,0,635,114,254,132,152,76,0
"1005",1969,"Together",54165,0,0,127,4,73,15,6,11,0
"1006",1973,"Married",32300,1,0,13,3,6,6,5,6,0
"1007",1976,"Single",20180,0,0,18,42,24,15,20,18,0
"1008",1973,"Married",34961,1,0,45,2,26,4,1,1,0
"1009",1974,"Together",28440,1,0,38,1,24,0,0,0,0
"1010",1953,"Together",64504,1,2,986,36,168,16,0,108,1
"1011",1966,"Together",33564,0,1,61,0,3,0,0,7,0
"1012",1978,"Married",17345,1,0,4,9,16,17,0,12,0
"1013",1967,"Married",56320,0,1,201,53,172,116,77,83,0
"1014",1978,"Single",28647,1,0,19,8,29,0,12,26,1
"1015",1987,"Single",15038,1,0,4,8,11,19,12,26,0
"1016",1958,"Divorced",32173,0,1,18,0,2,0,0,2,0
"1017",1964,"Together",68316,0,1,806,80,161,120,11,33,0
"1018",1971,"Together",74538,0,0,380,98,733,110,112,28,1
"1019",1971,"Single",91700,0,0,576,172,961,125,115,19,1
"1020",1969,"Together",68695,0,0,458,81,356,106,50,40,0
"1021",1977,"Married",31056,1,0,5,10,13,3,8,16,0
"1022",1973,"Married",79593,0,0,350,60,568,110,133,145,0
"1023",1980,"Single",28071,0,0,39,33,130,41,26,44,0
"1024",1958,"Together",37334,1,1,26,1,16,2,2,15,0
"1025",1972,"Single",46423,1,1,68,0,16,0,0,8,0
"1026",1971,"Married",37126,1,0,45,3,9,4,4,7,1
"1027",1953,"Married",47703,0,1,359,0,134,13,26,123,0
"1028",1959,"Married",61180,0,1,403,24,29,6,24,218,0
"1029",1954,"Married",38998,1,1,34,1,14,0,0,5,0
"1030",1991,"Single",8028,0,0,73,18,66,7,12,2,0
"1031",1962,"Together",76081,0,0,292,30,415,63,33,200,0
"1032",1986,"Together",34728,1,0,14,0,16,0,0,6,1
"1033",1965,"Single",33168,0,1,80,1,37,0,1,3,0
"1034",1966,"Married",33585,0,1,30,11,33,13,6,29,0
"1035",1960,"Married",77037,0,1,463,96,333,168,53,10,0
"1036",1984,"Together",35196,1,0,75,12,141,43,39,187,1
"1037",1966,"Married",44529,0,1,538,13,91,17,6,26,0
"1038",1965,"Married",70924,0,0,635,114,254,132,152,76,0
"1039",1966,"Together",28764,1,1,8,0,3,0,0,1,0
"1040",1949,"Married",69098,0,0,1315,22,780,145,0,178,0
"1041",1970,"Divorced",25959,1,1,4,2,12,7,5,26,1
"1042",1983,"Married",27100,1,0,12,0,13,2,0,10,0
"1043",1985,"Single",70596,0,0,347,44,534,17,0,26,0
"1044",1974,"Married",42557,0,1,192,5,53,0,5,15,0
"1045",1951,"Married",53312,0,0,241,0,12,0,0,25,0
"1046",1952,"Single",72228,0,0,631,28,491,30,14,56,0
"1047",1987,"Together",67605,0,0,336,28,282,184,54,54,0
"1048",1949,"Married",62845,1,1,1099,0,45,0,0,34,0
"1049",1958,"Together",65196,0,2,743,19,181,12,0,200,0
"1050",1987,"Single",42000,0,0,124,83,267,85,59,35,1
"1051",1973,"Divorced",35860,1,1,15,0,8,4,2,20,0
"1052",1964,"Married",65526,0,1,397,19,69,12,0,9,0
"1053",1961,"Married",16860,1,1,10,4,4,3,3,14,0
"1054",1992,"Single",83528,0,0,530,117,678,134,44,147,1
"1055",1965,"Divorced",64176,0,1,1215,33,249,64,116,149,0
"1056",1956,"Divorced",22304,0,0,3,2,7,0,4,2,0
"1057",1978,"Married",67023,0,0,444,44,382,11,8,17,0
"1058",1971,"Together",32892,1,0,26,0,15,2,1,2,0
"1059",1966,"Together",70713,0,1,736,114,279,82,76,190,0
"1060",1955,"Together",59925,0,1,473,21,176,19,21,56,0
"1061",1953,"Married",39722,0,1,32,0,5,2,0,8,0
"1062",1958,"Together",46610,0,0,288,10,30,4,10,125,0
"1063",1961,"Together",88347,0,0,1050,178,555,77,138,118,0
"1064",1981,"Married",87171,0,0,1001,44,107,58,44,44,0
"1065",1976,"Together",26907,1,1,9,1,7,0,3,2,0
"1066",1968,"Single",50014,1,0,234,14,77,19,10,42,0
"1067",1978,"Married",41014,1,0,7,2,6,2,0,3,0
"1068",1965,"Single",66294,0,0,251,108,334,65,92,117,0
"1069",1971,"Married",36715,1,0,172,10,125,21,13,16,1
"1070",1956,"Married",79456,0,0,565,42,548,64,83,99,1
"1071",1982,"Together",40479,1,0,5,0,8,2,0,0,0
"1072",1970,"Single",75345,0,0,918,57,842,99,38,133,1
"1073",1977,"Married",54233,0,1,652,8,158,21,0,142,0
"1074",1970,"Single",24163,1,1,4,1,7,2,1,2,0
"1075",1958,"Together",84460,0,0,152,27,103,106,54,81,1
"1076",1983,"Together",43776,1,0,8,0,9,2,1,3,0
"1077",1958,"Single",71691,0,0,336,130,411,240,32,43,1
"1078",1973,"Married",85844,0,0,938,19,843,25,95,38,0
"1079",1974,"Single",39190,1,0,68,8,18,19,8,12,0
"1080",1959,"Together",71367,0,0,227,23,389,42,21,75,0
"1081",1972,"Single",38578,1,1,38,4,22,3,3,3,0
"1082",1965,"Married",57236,1,1,105,0,9,2,1,4,0
"1083",1979,"Single",61825,0,1,162,50,100,55,30,27,0
"1084",1958,"Divorced",79803,0,1,574,8,216,21,16,33,0
"1085",1986,"Single",80910,0,0,160,80,369,67,39,41,0
"1086",1982,"Together",27590,1,0,6,0,5,0,0,1,0
"1087",1979,"Married",56775,0,1,614,35,160,58,35,35,0
"1088",1975,"Divorced",83829,0,0,897,161,430,186,161,27,1
"1089",1979,"Married",54210,0,1,70,54,109,80,9,45,0
"1090",1986,"Married",38508,1,0,120,19,206,25,19,54,0
"1091",1970,"Together",53187,1,0,211,2,30,7,7,10,0
"1092",1972,"Married",30023,1,0,11,0,16,7,6,21,0
"1093",1960,"Single",76045,0,0,760,53,400,17,93,0,0
"1094",1952,"Married",50870,0,1,53,0,8,0,0,2,0
"1095",1970,"Married",15315,0,0,7,4,13,15,8,17,0
"1096",1974,"Married",65463,1,0,391,32,70,21,32,16,0
"1097",1965,"Married",66480,1,1,199,9,57,20,21,6,0
"1098",1954,"Divorced",76773,0,0,516,56,449,86,33,16,0
"1099",1983,"Single",81698,0,0,709,45,115,30,160,45,1
"1100",1973,"Single",54466,1,1,12,0,4,0,0,0,0
"1101",1960,"Single",98777,0,0,1000,19,711,125,115,38,0
"1102",1984,"Single",16269,1,0,19,3,18,3,1,0,0
"1103",1971,"Together",71819,0,1,1224,28,140,0,14,168,0
"1104",1983,"Married",33569,1,0,16,2,18,3,0,24,1
"1105",1983,"Married",36262,0,0,88,39,54,64,28,153,1
"1106",1966,"Together",22634,0,0,2,23,11,8,6,46,0
"1107",1978,"Married",47025,0,1,508,11,59,23,5,29,0
"1108",1968,"Single",70566,0,1,381,28,215,84,28,21,0
"1109",1979,"Married",31605,1,0,74,0,42,2,1,6,0
"1110",1973,"Divorced",52034,1,1,146,0,93,7,13,73,0
"1111",1979,"Single",48526,1,0,23,17,23,43,20,9,0
"1112",1954,"Married",46734,0,1,110,5,137,26,23,29,0
"1113",1962,"Divorced",39552,1,1,165,3,147,4,24,41,1
"1114",1966,"Single",86358,1,1,957,47,494,82,47,95,0
"1115",1977,"Together",46931,2,1,41,0,17,3,1,16,0
"1116",1985,"Single",16581,0,0,1,3,4,2,3,11,0
"1117",1952,"Divorced",63998,0,0,176,29,818,0,33,112,1
"1118",1951,"Married",67381,0,1,815,8,53,11,0,70,0
"1119",1967,"Single",25930,1,1,6,1,2,2,0,4,0
"1120",1978,"Married",42693,1,0,8,4,20,6,3,16,0
"1121",1976,"Together",85606,0,1,717,42,864,219,30,84,0
"1122",1985,"Single",72903,0,0,1067,138,750,0,19,39,1
"1123",1974,"Together",49669,1,0,166,5,107,11,8,29,0
"1124",1968,"Married",36778,1,1,29,4,34,2,4,4,0
"1125",1962,"Divorced",85696,0,0,714,76,395,116,0,12,1
"1126",1989,"Divorced",10979,0,0,8,4,10,2,2,4,0
"1127",1961,"Married",49678,0,1,229,5,56,3,2,20,0
"1128",1953,"Together",56129,0,1,320,48,133,39,72,48,0
"1129",1989,"Married",37155,1,0,23,0,26,7,15,3,0
"1130",1978,"Divorced",21282,1,0,1,5,8,4,8,20,0
"1131",1962,"Single",33419,0,1,56,0,12,0,0,18,0
"1132",1945,"Widow",63285,0,0,508,124,249,50,38,134,0
"1133",1974,"Together",21255,1,0,29,0,25,2,2,3,0
"1134",1981,"Together",42162,1,0,46,7,59,2,4,27,1
"1135",1956,"Together",54450,1,1,454,0,171,8,19,32,0
"1136",1954,"Married",57744,0,1,350,3,39,0,0,19,0
"1137",1986,"Single",26576,1,0,10,0,8,0,0,9,1
"1138",1943,"Widow",57513,0,0,735,40,183,52,20,30,0
"1139",1964,"Together",68142,0,1,897,126,196,91,112,37,0
"1140",1979,"Married",7500,0,1,5,2,3,3,0,5,0
"1141",1974,"Together",83145,0,0,777,35,731,39,137,114,1
"1142",1960,"Married",54197,0,1,162,6,37,6,13,13,0
"1143",1963,"Single",23091,1,1,35,0,11,0,0,2,0
"1144",1976,"Married",46049,1,1,342,9,112,19,14,19,1
"1145",1974,"Together",56715,0,0,258,105,239,237,172,9,0
"1146",1961,"Married",79410,0,0,658,80,483,123,13,13,0
"1147",1951,"Married",57304,0,1,356,80,329,138,17,106,0
"1148",1965,"Married",44375,0,1,213,5,28,7,7,41,0
"1149",1956,"Together",54450,1,1,454,0,171,8,19,32,0
"1150",1965,"Married",59594,0,1,457,4,29,0,0,9,0
"1151",1994,"Together",80685,0,0,241,45,604,34,26,54,0
"1152",1974,"Married",40344,0,1,210,0,6,0,0,2,0
"1153",1972,"Married",62710,0,1,441,35,83,7,29,11,0
"1154",1968,"Married",48985,0,1,19,13,18,10,7,8,0
"1155",1968,"Together",35322,1,2,28,9,37,12,7,13,0
"1156",1948,"Married",77142,0,0,476,75,162,29,151,97,0
"1157",1969,"Single",81657,0,0,364,40,425,158,60,50,0
"1158",1996,"Married",14421,0,0,0,0,2,3,3,8,0
"1159",1974,"Married",20130,0,0,0,6,3,7,6,12,0
"1160",1990,"Married",74214,0,0,863,83,547,86,99,33,0
"1161",1957,"Married",66726,1,1,349,7,35,0,0,47,0
"1162",1979,"Together",23724,1,0,5,23,15,0,18,14,0
"1163",1960,"Married",47353,0,1,184,2,19,8,8,4,0
"1164",1952,"Married",33444,1,1,8,0,8,0,0,2,0
"1165",1981,"Married",54386,0,1,277,21,64,62,21,25,0
"1166",1981,"Divorced",28510,1,1,44,5,19,0,4,19,0
"1167",1991,"Single",90638,0,0,1156,120,915,94,144,96,0
"1168",1950,"Together",48070,0,1,373,14,83,6,9,19,0
"1169",1957,"Married",43140,0,1,134,8,76,6,0,11,0
"1170",1961,"Divorced",54959,0,1,1148,0,60,0,0,24,1
"1171",1958,"Single",15056,1,1,6,12,3,21,6,40,0
"1172",1971,"Single",26954,1,0,4,1,11,0,0,1,0
"1173",1985,"Single",22327,1,0,5,4,8,2,0,5,0
"1174",1965,"Married",44393,1,1,24,2,20,2,2,10,0
"1175",1952,"Single",62000,0,1,899,0,101,0,0,20,0
"1176",1962,"Together",31497,0,1,108,1,28,13,1,4,0
"1177",1974,"Married",45894,0,2,27,2,7,0,2,13,0
"1178",1970,"Divorced",78579,0,0,816,66,549,216,66,99,1
"1179",1969,"Widow",67369,0,1,1298,0,70,37,14,42,1
"1180",1960,"Divorced",58401,0,1,10,0,11,17,29,29,0
"1181",1952,"Single",62307,0,1,87,13,34,10,6,10,0
"1182",1969,"Married",43641,1,1,57,2,51,4,2,23,0
"1183",1968,"Divorced",63841,0,1,635,15,100,20,7,131,0
"1184",1965,"Married",46891,0,1,43,12,23,29,15,61,0
"1185",1969,"Married",70091,1,0,964,34,137,15,0,11,0
"1186",1972,"Married",78075,0,0,572,8,259,34,35,80,0
"1187",1961,"Widow",59184,0,1,341,142,113,259,151,66,0
"1188",1977,"Married",54809,1,1,63,6,57,13,13,22,0
"1189",1959,"Married",58113,0,1,221,104,169,102,78,84,0
"1190",1958,"Married",51412,0,1,140,3,29,4,5,14,0
"1191",1979,"Divorced",15287,1,0,1,2,8,4,3,13,1
"1192",1957,"Together",66636,0,0,291,10,689,84,10,0,0
"1193",1956,"Married",50965,0,1,544,13,85,8,6,29,0
"1194",1965,"Married",84618,0,0,684,100,801,21,66,0,0
"1195",1990,"Married",18351,0,0,1,12,9,0,14,7,0
"1196",1957,"Together",40451,0,2,35,0,4,0,0,10,0
"1197",1965,"Together",36317,0,1,87,3,25,3,2,13,0
"1198",1957,"Together",42213,0,1,309,3,24,4,3,20,0
"1199",1955,"Together",65748,0,1,172,73,93,95,78,34,0
"1200",1972,"Together",77044,0,1,625,38,242,50,34,76,0
"1201",1969,"Together",74918,0,0,972,59,913,25,19,59,0
"1202",1972,"Married",56721,1,1,157,6,39,6,13,75,0
"1203",1975,"Single",42160,1,1,48,9,45,3,15,20,1
"1204",1965,"Single",61559,0,1,279,83,88,32,14,34,0
"1205",1963,"Together",33629,1,1,132,0,16,0,0,4,0
"1206",1991,"Together",68682,0,0,919,0,505,99,30,45,0
"1207",1963,"Single",34377,0,1,62,0,22,3,1,26,0
"1208",1986,"Single",8940,1,0,1,45,3,4,6,42,0
"1209",1973,"Married",26228,1,0,2,6,4,3,1,9,0
"1210",1957,"Divorced",77297,0,0,408,61,109,48,122,41,0
"1211",1981,"Married",40211,1,1,51,1,7,2,1,25,0
"1212",1958,"Widow",33438,1,1,62,1,16,3,2,6,0
"1213",1959,"Married",75032,0,1,952,12,180,47,12,12,0
"1214",1955,"Single",61284,0,0,618,15,106,20,7,45,0
"1215",1986,"Married",22518,1,0,11,7,12,2,2,27,1
"1216",1975,"Married",54730,0,1,318,3,17,4,7,56,0
"1217",1955,"Married",38452,1,1,56,0,14,0,0,2,0
"1218",1971,"Divorced",44421,1,1,110,5,59,7,1,7,0
"1219",1986,"Together",38197,1,0,23,0,11,2,1,3,0
"1220",1978,"Divorced",41986,0,1,27,5,8,8,3,12,0
"1221",1983,"Together",28427,1,0,18,3,19,3,3,6,0
"1222",1976,"Together",37395,1,0,18,0,9,0,1,11,0
"1223",1971,"Married",64722,1,0,303,0,280,60,147,15,0
"1224",1956,"Together",55249,0,1,97,1,19,2,0,11,0
"1225",1972,"Together",84906,0,0,997,15,414,99,30,76,0
"1226",1989,"Married",28691,1,0,5,4,13,8,0,4,0
"1227",1952,"Single",44213,1,1,95,11,35,0,4,7,0
"1228",1984,"Single",25707,1,0,1,6,2,3,6,3,0
"1229",1967,"Married",59062,2,1,46,1,12,3,0,9,0
"1230",1962,"Single",76624,0,1,411,106,147,54,115,66,0
"1231",1947,"Together",66000,0,0,244,51,270,101,0,45,0
"1232",1978,"Together",27683,1,0,152,9,121,12,12,45,0
"1233",1971,"Divorced",1730,0,0,1,1,3,1,1,1,0
"1234",1992,"Single",7500,1,0,10,17,18,8,26,40,0
"1235",1968,"Together",40521,1,1,12,0,5,0,0,4,0
"1236",1973,"Together",20427,1,0,5,0,4,0,0,1,0
"1237",1975,"Married",65106,0,1,790,19,133,12,0,19,0
"1238",1965,"Married",69969,0,0,882,29,514,38,29,44,1
"1239",1952,"Married",67433,0,2,615,28,259,12,48,30,0
"1240",1967,"Married",77766,0,1,1004,59,265,115,59,27,1
"1241",1972,"Married",74716,0,1,133,27,421,13,195,71,0
"1242",1963,"Divorced",68118,0,1,595,23,123,10,23,154,0
"1243",1970,"Married",55158,1,1,293,0,87,4,11,23,1
"1244",1955,"Married",62972,0,1,313,15,47,20,0,192,1
"1245",1975,"Married",74190,0,1,151,81,86,168,91,64,0
"1246",1976,"Married",39356,1,1,15,0,2,0,0,6,0
"1247",1969,"Together",76653,0,0,736,63,946,219,189,126,0
"1248",1973,"Divorced",35860,1,1,15,0,8,4,2,20,0
"1249",1983,"Divorced",90687,0,0,982,17,672,23,34,51,1
"1250",1982,"Together",73450,0,0,1142,51,415,90,69,37,0
"1251",1960,"Married",31454,1,1,28,0,11,0,0,9,0
"1252",1952,"Single",47139,1,1,46,0,12,0,2,23,1
"1253",1975,"Divorced",83829,0,0,897,161,430,186,161,27,1
"1254",1963,"Married",53378,1,1,489,6,152,8,6,132,1
"1255",1970,"Together",19656,1,0,25,4,9,6,8,32,0
"1256",1948,"Married",45579,0,1,145,1,33,2,1,1,0
"1257",1958,"Single",85485,0,0,630,26,611,44,18,54,0
"1258",1944,"Married",55956,0,0,760,38,104,50,9,38,0
"1259",1963,"Single",64191,0,1,420,15,186,151,38,15,0
"1260",1972,"Single",38808,1,0,125,17,52,3,19,30,1
"1261",1966,"Married",57183,1,1,464,5,64,7,0,70,0
"1262",1968,"Divorced",23748,1,0,6,6,29,12,15,8,0
"1263",1971,"Married",66303,0,1,1090,12,96,16,12,60,0
"1264",1975,"Married",37368,1,0,3,2,11,2,2,10,0
"1265",1964,"Married",40800,1,2,24,0,27,8,30,10,0
"1266",1978,"Divorced",71847,0,0,737,21,106,55,63,210,0
"1267",1975,"Married",46149,0,1,254,6,71,4,0,27,0
"1268",1983,"Together",78687,0,0,817,185,687,145,55,241,1
"1269",1971,"Divorced",49118,0,0,620,54,239,99,98,119,1
"1270",1957,"Married",37633,1,1,13,4,20,0,0,1,0
"1271",1951,"Together",39767,0,0,113,61,204,34,26,47,0
"1272",1951,"Married",26997,0,0,7,23,78,133,49,144,0
"1273",1970,"Divorced",33986,1,0,16,2,18,2,1,5,0
"1274",1972,"Married",57091,0,1,462,0,24,6,0,4,1
"1275",1969,"Married",46831,1,1,22,2,10,6,4,34,0
"1276",1972,"Married",83151,0,0,968,147,842,137,42,210,1
"1277",1971,"Married",52531,0,0,283,112,151,51,72,125,0
"1278",1956,"Married",15759,0,0,1,2,5,6,0,3,0
"1279",1971,"Single",22804,1,0,14,1,7,2,1,1,0
"1280",1973,"Married",43050,1,0,30,5,24,6,3,8,0
"1281",1977,"Single",42997,1,1,4,0,5,0,1,5,0
"1282",1963,"Single",48918,1,1,52,0,9,0,0,1,0
"1283",1954,"Together",60033,0,1,62,1,57,19,11,48,0
"1284",1978,"Together",34043,1,0,20,2,14,3,0,10,0
"1285",1966,"Together",57811,0,1,545,7,114,37,21,78,0
"1286",1946,"Married",78569,0,0,558,79,622,207,175,95,1
"1287",1978,"Single",7500,1,1,6,5,4,13,4,25,0
"1288",1971,"Together",157733,1,0,39,1,9,2,0,8,0
"1289",1953,"Together",94384,0,0,1111,24,790,160,45,172,1
"1290",1985,"Married",23148,0,0,4,6,8,6,3,10,0
"1291",1970,"Divorced",44267,1,1,183,5,65,3,5,49,0
"1292",1979,"Married",71626,0,0,546,72,376,94,145,72,0
"1293",1966,"Together",60894,0,1,606,7,155,10,0,54,0
"1294",1976,"Together",50200,1,1,266,6,51,8,6,64,0
"1295",1965,"Married",81051,0,0,1142,29,249,38,29,14,0
"1296",1982,"Married",65169,0,0,1074,0,69,0,0,46,1
"1297",1972,"Together",59868,0,1,771,51,154,54,10,154,0
"1298",1960,"Married",65695,0,1,371,32,189,0,58,6,0
"1299",1956,"Single",64857,0,0,556,14,717,210,0,43,0
"1300",1965,"Together",45143,0,1,202,5,74,11,5,14,0
"1301",1955,"Together",74805,0,1,209,162,209,41,162,37,0
"1302",1989,"Married",59060,1,0,35,40,111,36,40,12,0
"1303",1962,"Single",27238,1,1,37,0,17,0,0,3,0
"1304",1965,"Together",47009,0,1,171,45,73,59,10,90,0
"1305",1973,"Married",46094,1,1,12,2,20,3,2,5,0
"1306",1972,"Married",40321,1,1,44,4,21,6,0,27,0
"1307",1984,"Together",37235,1,0,20,2,9,4,6,20,0
"1308",1960,"Married",81843,0,0,779,86,537,34,69,138,0
"1309",1958,"Together",46692,0,1,170,6,97,24,12,88,0
"1310",1968,"Together",77382,0,1,491,48,231,112,105,134,0
"1311",1977,"Single",37774,2,0,173,8,107,7,2,176,1
"1312",1974,"Married",18393,1,0,7,10,13,16,0,4,0
"1313",1962,"Married",72828,0,1,1205,0,235,19,14,205,0
"1314",1982,"Married",24711,0,0,10,7,25,6,3,7,0
"1315",1975,"Married",45503,1,0,97,4,44,6,1,18,0
"1316",1982,"Single",6560,0,0,67,11,26,4,3,262,0
"1317",1945,"Together",71604,0,0,345,53,528,98,75,97,1
"1318",1979,"Married",27244,1,0,6,5,17,3,24,46,0
"1319",1969,"Married",48752,1,1,73,57,100,71,15,0,1
"1320",1962,"Married",71434,0,1,711,36,217,172,96,168,0
